FPOI BLOCk,LAT,LONG
CHOWANNUR,10.67720,76.12173
CHOWANNUR,10.69409,76.08765
CHOWANNUR,10.60183,76.09158
CHOWANNUR,10.68718,76.04407
CHOWANNUR,10.64005,76.15762
CHOWANNUR,10.67358,76.07659
IRINJALAKKUDA,10.36834,76.26531
IRINJALAKKUDA,10.40385,76.27546
KODAKARA,10.43490,76.27979
KODAKARA,10.37104,76.30355
KODAKARA,10.37610,76.36214
KODAKARA,10.44627,76.25942
KODAKARA,10.42506,76.26807
KODAKARA,10.45227,76.28473
KODAKARA,10.42091,76.33296
MALA,10.21219,76.29044
MALA,10.24037,76.26620
MALA,10.21235,76.26535
MALA,10.34143,76.28191
MATHILAKAM,10.38142,76.14832
MATHILAKAM,10.24038,76.16947
MATHILAKAM,10.33934,76.13606
MATHILAKAM,10.28929,76.16804
MATHILAKAM,10.31326,76.14857
MATHILAKAM,10.26418,76.17999
MULLASSERY,10.57403,76.07619
MULLASSERY,10.53240,76.08527
MULLASSERY,10.56594,76.06178
MULLASSERY,10.51927,76.09134
OLLUKKARA,10.50610,76.27901
OLLUKKARA,10.55807,76.33169
OLLUKKARA,10.49044,76.27802
PAZHAYANNUR,10.69473,76.33460
PAZHAYANNUR,10.72184,76.30462
PAZHAYANNUR,10.68819,76.42315
PAZHAYANNUR,10.73305,76.42901
PAZHAYANNUR,10.74908,76.27620
PUZHAKKAL,10.55216,76.17409
PUZHAKKAL,10.60811,76.17619
PUZHAKKAL,10.59185,76.15455
PUZHAKKAL,10.58703,76.21492
PUZHAKKAL,10.56389,76.12225
THALIKKULAM,10.50350,76.06097
THALIKKULAM,10.41594,76.11045
THALIKKULAM,10.44122,76.09404
THALIKKULAM,10.46409,76.08349
THALIKKULAM,10.40533,76.11089
VELLANGALLUR,10.29972,76.19164
VELLANGALLUR,10.30075,76.19677
VELLANGALLUR,10.26815,76.24142
VELLANGALLUR,10.28607,76.21475
VELLANGALLUR,10.31479,76.23787
WADAKKANCHERY,10.74956,76.22063
WADAKKANCHERY,10.68246,76.18352
WADAKKANCHERY,10.70440,76.27162
WADAKKANCHERY,10.63725,76.21299
WADAKKANCHERY,10.63634,76.27401
WADAKKANCHERY,10.71477,76.21426
WADAKKANCHERY,10.66080,76.24640
KALPETTA,11.55662,76.03893
KALPETTA,11.61832,76.03229
KALPETTA,11.63661,76.00539
KALPETTA,11.64279,76.11126
KALPETTA,11.56397,76.12762
KALPETTA,11.67737,75.97658
KALPETTA,11.55714,76.22334
MANANTHAVADY,11.80351,76.00072
MANANTHAVADY,11.84779,76.06280
MANANTHAVADY,11.73360,75.95621
MANANTHAVADY,11.74328,75.88355
PANAMARAM,11.69712,76.08088
PANAMARAM,11.81988,76.16587
PANAMARAM,11.72350,76.15310
PANAMARAM,11.79782,76.16405
SULTHAN BATHERY,11.62044,76.21124
SULTHAN BATHERY,11.65546,76.15806
SULTHAN BATHERY,11.63072,76.27737
SULTHAN BATHERY,11.66852,76.31422
SULTHAN BATHERY,11.66053,76.24946
