FPOI BLOCk,LAT,LONG
BODHAN,18.681145,77.801197
BODHAN,18.689080,77.820312
BODHAN,18.696703,77.851062
BODHAN,18.697572,77.808832
BODHAN,18.712883,77.899697
BODHAN,18.716785,77.900326
BODHAN,18.732140,77.903478
BODHAN,18.734067,77.883027
BODHAN,18.737535,77.850936
BODHAN,18.738782,77.849804
BODHAN,18.756249,77.839396
BODHAN,18.775051,77.866049
BODHAN,18.781004,77.840535
DHARPALLE,18.585380,78.299730
DHARPALLE,18.481354,78.331307
DHARPALLE,18.485894,78.281922
DHARPALLE,18.508422,78.276267
DHARPALLE,18.525375,78.285021
DHARPALLE,18.528977,78.285517
DHARPALLE,18.549392,78.262798
DHARPALLE,18.562460,78.319510
DHARPALLE,18.565159,78.297935
DHARPALLE,18.574712,78.367195
DHARPALLE,18.575785,78.368547
DHARPALLE,18.579802,78.359369
DHARPALLE,18.582431,78.297389
DHARPALLE,18.621834,78.308915
DHARPALLE,18.631357,78.380304
DHARPALLE,18.631663,78.327055
DHARPALLE,18.632769,78.380339
DHARPALLE,18.649010,78.333188
DICHPALLE,18.533509,78.237717
DICHPALLE,18.625908,78.249889
DICHPALLE,18.511131,78.222085
DICHPALLE,18.528160,78.245155
DICHPALLE,18.546096,78.242832
DICHPALLE,18.549350,78.242780
DICHPALLE,18.578966,78.267238
DICHPALLE,18.579801,78.228204
DICHPALLE,18.580287,78.268882
DICHPALLE,18.585899,78.281312
DICHPALLE,18.589083,78.203820
DICHPALLE,18.591646,78.238488
DICHPALLE,18.603974,78.213200
DICHPALLE,18.612278,78.200507
DICHPALLE,18.629175,78.285314
DICHPALLE,18.633422,78.249946
DICHPALLE,18.633602,78.224196
DICHPALLE,18.633951,78.220777
DICHPALLE,18.639532,78.183645
DICHPALLE,18.642830,78.172708
DICHPALLE,18.644483,78.313326
DICHPALLE,18.650007,78.170584
DICHPALLE,18.657220,78.202481
DOMAKONDA,18.248286,78.442486
DOMAKONDA,18.186212,78.512191
DOMAKONDA,18.186442,78.512199
DOMAKONDA,18.211102,78.525048
DOMAKONDA,18.211514,78.521033
DOMAKONDA,18.212076,78.522751
DOMAKONDA,18.215351,78.517752
DOMAKONDA,18.224520,78.447599
DOMAKONDA,18.224665,78.447577
DOMAKONDA,18.232303,78.492892
DOMAKONDA,18.236582,78.413371
DOMAKONDA,18.237371,78.531171
DOMAKONDA,18.238868,78.479408
DOMAKONDA,18.245734,78.458613
DOMAKONDA,18.254431,78.434177
DOMAKONDA,18.260134,78.479777
DOMAKONDA,18.288011,78.405160
GANDHARI,18.401306,78.106276
GANDHARI,18.458425,78.220807
GANDHARI,18.338551,78.004261
GANDHARI,18.340034,78.092883
GANDHARI,18.340775,78.003603
GANDHARI,18.361649,77.995651
GANDHARI,18.365493,77.977439
GANDHARI,18.370136,77.976239
GANDHARI,18.371262,78.074472
GANDHARI,18.389178,78.063959
GANDHARI,18.396315,78.117512
GANDHARI,18.396353,78.115665
GANDHARI,18.398532,78.134901
GANDHARI,18.399587,78.153533
GANDHARI,18.414041,77.980576
GANDHARI,18.417032,77.993537
GANDHARI,18.432237,78.161063
GANDHARI,18.434719,78.001771
GANDHARI,18.446543,78.066798
GANDHARI,18.447072,78.069586
GANDHARI,18.448848,78.197819
GANDHARI,18.449114,78.198270
GANDHARI,18.462365,78.121229
JAKRANPALLE,18.676224,78.215337
JAKRANPALLE,18.682590,78.238774
JAKRANPALLE,18.684021,78.337226
JAKRANPALLE,18.684101,78.241295
JAKRANPALLE,18.685535,78.327988
JAKRANPALLE,18.687344,78.321711
JAKRANPALLE,18.690041,78.310760
JAKRANPALLE,18.709317,78.304610
JAKRANPALLE,18.718429,78.280816
JAKRANPALLE,18.734746,78.261699
JAKRANPALLE,18.736409,78.274172
JAKRANPALLE,18.737416,78.249349
JAKRANPALLE,18.738054,78.276670
JAKRANPALLE,18.749309,78.304187
JUKKAL,18.347388,77.704782
JUKKAL,18.310150,77.595743
JUKKAL,18.326477,77.721123
JUKKAL,18.332690,77.696239
JUKKAL,18.342499,77.650914
JUKKAL,18.345022,77.651594
JUKKAL,18.345505,77.662048
JUKKAL,18.348048,77.675066
JUKKAL,18.351769,77.627165
JUKKAL,18.355047,77.596432
JUKKAL,18.356826,77.601604
JUKKAL,18.363928,77.605732
JUKKAL,18.364694,77.603030
JUKKAL,18.368325,77.543740
JUKKAL,18.380192,77.614307
JUKKAL,18.381025,77.566174
JUKKAL,18.389643,77.594815
JUKKAL,18.401617,77.595204
JUKKAL,18.428070,77.572222
KAMAREDDY,18.258761,78.329386
KAMAREDDY,18.268741,78.328521
KAMAREDDY,18.280932,78.353860
KAMAREDDY,18.292141,78.335814
KAMAREDDY,18.303984,78.342254
KAMAREDDY,18.318317,78.299097
KAMAREDDY,18.319884,78.332504
KAMAREDDY,18.324439,78.361712
KAMAREDDY,18.325420,78.391895
KAMAREDDY,18.332519,78.365783
KAMAREDDY,18.344229,78.311481
KAMAREDDY,18.375650,78.360949
KAMAREDDY,18.376897,78.361163
KAMAREDDY,18.382832,78.338404
KAMMARAPALLE,18.779562,78.521937
KAMMARAPALLE,18.798579,78.514374
KAMMARAPALLE,18.837134,78.508474
KAMMARAPALLE,18.837365,78.511282
KAMMARAPALLE,18.852825,78.511570
KOTGIRI,18.569821,77.786140
KOTGIRI,18.505305,77.801707
KOTGIRI,18.507041,77.819865
KOTGIRI,18.521969,77.794811
KOTGIRI,18.545419,77.793249
KOTGIRI,18.547670,77.815481
KOTGIRI,18.556961,77.818907
KOTGIRI,18.565516,77.772118
KOTGIRI,18.575050,77.820028
KOTGIRI,18.575057,77.818304
KOTGIRI,18.584614,77.857962
KOTGIRI,18.600500,77.761078
KOTGIRI,18.603356,77.775373
KOTGIRI,18.604917,77.824035
KOTGIRI,18.626835,77.776602
KOTGIRI,18.662813,77.777678
LINGAMPET,18.215067,78.121993
LINGAMPET,18.199891,78.129741
LINGAMPET,18.215310,78.122049
LINGAMPET,18.223383,78.164367
LINGAMPET,18.235841,78.064903
LINGAMPET,18.236075,78.114512
LINGAMPET,18.236163,78.116421
LINGAMPET,18.236930,78.109446
LINGAMPET,18.241834,78.131668
LINGAMPET,18.253243,78.135725
LINGAMPET,18.259807,78.142061
LINGAMPET,18.260752,78.099566
LINGAMPET,18.271022,78.060628
LINGAMPET,18.283076,78.058895
LINGAMPET,18.285668,78.111459
LINGAMPET,18.315598,78.162052
MACHAREDDY,18.398097,78.470741
MACHAREDDY,18.285602,78.472842
MACHAREDDY,18.288237,78.472861
MACHAREDDY,18.305022,78.458346
MACHAREDDY,18.314916,78.440772
MACHAREDDY,18.317454,78.435838
MACHAREDDY,18.321446,78.455497
MACHAREDDY,18.324575,78.468274
MACHAREDDY,18.325303,78.399979
MACHAREDDY,18.326928,78.481331
MACHAREDDY,18.328779,78.498400
MACHAREDDY,18.333272,78.507898
MACHAREDDY,18.336822,78.402336
MACHAREDDY,18.350223,78.403046
MACHAREDDY,18.363791,78.450288
MACHAREDDY,18.364429,78.447080
MACHAREDDY,18.373528,78.487221
MACHAREDDY,18.402128,78.455924
MACHAREDDY,18.403174,78.497231
MACHAREDDY,18.404836,78.491842
MACHAREDDY,18.408495,78.407908
MACHAREDDY,18.409502,78.436797
MACHAREDDY,18.411746,78.535755
MACHAREDDY,18.413227,78.535449
MADNUR,18.486820,77.621501
MADNUR,18.419240,77.653447
MADNUR,18.422344,77.668643
MADNUR,18.440976,77.671487
MADNUR,18.443682,77.622750
MADNUR,18.446822,77.672441
MADNUR,18.456838,77.668927
MADNUR,18.460379,77.684776
MADNUR,18.478610,77.736543
MADNUR,18.479594,77.654073
MADNUR,18.481253,77.736592
MADNUR,18.485846,77.663150
MADNUR,18.495262,77.623891
MADNUR,18.505547,77.623960
MADNUR,18.506122,77.625129
MADNUR,18.507387,77.622343
MADNUR,18.517384,77.709636
MADNUR,18.517480,77.703851
MADNUR,18.519403,77.705880
MADNUR,18.529190,77.619734
MADNUR,18.529835,77.645892
MAKLOOR,18.726502,78.147972
MAKLOOR,18.684470,78.170912
MAKLOOR,18.687261,78.166196
MAKLOOR,18.695616,78.160414
MAKLOOR,18.711735,78.139565
MAKLOOR,18.716361,78.133846
MAKLOOR,18.716918,78.133358
MAKLOOR,18.739473,78.175701
MAKLOOR,18.739583,78.178413
MAKLOOR,18.749456,78.118050
MAKLOOR,18.762633,78.125672
MAKLOOR,18.770915,78.125518
MAKLOOR,18.773435,78.196393
MAKLOOR,18.774522,78.111569
MAKLOOR,18.781971,78.097444
MAKLOOR,18.783522,78.140892
MAKLOOR,18.789300,78.176778
MAKLOOR,18.819591,78.137063
MORTAD,18.881520,78.426065
MORTAD,18.760636,78.438134
MORTAD,18.783490,78.431490
MORTAD,18.801656,78.494352
MORTAD,18.801979,78.485060
MORTAD,18.819665,78.420786
MORTAD,18.825517,78.457639
MORTAD,18.826340,78.453532
MORTAD,18.857729,78.466666
MORTAD,18.864488,78.440198
MORTAD,18.864870,78.427523
MORTAD,18.882114,78.426739
MORTAD,18.909126,78.488572
MORTAD,18.933640,78.495566
MORTAD,18.936543,78.493265
MORTAD,18.943706,78.465198
MORTAD,18.953084,78.492408
MORTAD,18.958165,78.488777
NAGIREDDYPET,18.133761,78.066006
NAGIREDDYPET,18.100377,78.074703
NAGIREDDYPET,18.103422,78.077657
NAGIREDDYPET,18.104987,78.042585
NAGIREDDYPET,18.106519,78.051722
NAGIREDDYPET,18.109321,78.125455
NAGIREDDYPET,18.111187,78.131558
NAGIREDDYPET,18.111359,78.105755
NAGIREDDYPET,18.115135,78.158809
NAGIREDDYPET,18.115296,78.155697
NAGIREDDYPET,18.115766,78.136557
NAGIREDDYPET,18.116800,78.169441
NAGIREDDYPET,18.120640,78.087995
NAGIREDDYPET,18.125798,78.068809
NAGIREDDYPET,18.148310,78.065660
NANDIPET,18.960349,78.198279
NANDIPET,18.874152,78.138051
NANDIPET,18.819279,78.139381
NANDIPET,18.834856,78.142834
NANDIPET,18.851543,78.114128
NANDIPET,18.851673,78.116276
NANDIPET,18.868472,78.130320
NANDIPET,18.873000,78.121598
NANDIPET,18.876502,78.149874
NANDIPET,18.877265,78.195853
NANDIPET,18.880029,78.210217
NANDIPET,18.880657,78.210453
NANDIPET,18.881184,78.143934
NANDIPET,18.881698,78.108590
NANDIPET,18.882677,78.158938
NANDIPET,18.889026,78.138131
NANDIPET,18.900450,78.183592
NANDIPET,18.910265,78.216149
NANDIPET,18.913072,78.217252
NANDIPET,18.925287,78.137239
NANDIPET,18.936146,78.185277
NANDIPET,18.938815,78.185173
NANDIPET,18.958899,78.211501
NANDIPET,18.960989,78.198485
NAVIPET,18.754993,78.022240
NAVIPET,18.736657,78.057190
NAVIPET,18.762969,78.037273
NAVIPET,18.773061,78.015623
NAVIPET,18.773984,78.013980
NAVIPET,18.776423,78.039708
NAVIPET,18.786481,77.993701
NAVIPET,18.799505,77.997327
NAVIPET,18.800473,78.064061
NAVIPET,18.802389,78.041002
NAVIPET,18.802858,78.063265
NAVIPET,18.814030,77.993802
NAVIPET,18.815918,77.978822
NAVIPET,18.824517,78.049319
NAVIPET,18.828339,78.083354
NAVIPET,18.837946,78.074267
NAVIPET,18.846862,78.049542
NAVIPET,18.851757,78.051058
NAVIPET,18.855679,77.967170
NAVIPET,18.863227,78.055770
NAVIPET,18.884956,78.065685
NAVIPET,18.896569,78.065425
NIZAMABAD,18.696196,78.047495
NIZAMABAD,18.666759,78.103433
NIZAMABAD,18.703839,78.126630
NIZAMABAD,18.606073,78.007655
NIZAMABAD,18.530823,78.113042
NIZAMABAD,18.534432,78.114417
NIZAMABAD,18.562762,78.135607
NIZAMABAD,18.572178,78.114262
NIZAMABAD,18.587772,78.114756
NIZAMABAD,18.591600,78.152304
NIZAMABAD,18.599506,78.024305
NIZAMABAD,18.607182,78.178072
NIZAMABAD,18.608826,78.094101
NIZAMABAD,18.610475,77.991617
NIZAMABAD,18.616570,78.122212
NIZAMABAD,18.619568,78.075280
NIZAMABAD,18.627881,78.066566
NIZAMABAD,18.633084,78.054703
NIZAMABAD,18.653398,78.132421
NIZAMABAD,18.657934,78.120662
NIZAMABAD,18.682752,78.112640
NIZAMABAD,18.690675,78.123878
NIZAMABAD,18.699342,78.125256
NIZAMABAD,18.702668,78.070237
NIZAMABAD,18.713737,78.066485
NIZAMABAD,18.719841,78.077312
NIZAMABAD,18.729813,78.051749
NIZAMABAD,18.744868,78.083309
NIZAMABAD,18.753472,78.085365
NIZAMABAD,18.769593,78.078550
NIZAMSAGAR,18.233329,77.976862
NIZAMSAGAR,18.288586,77.925777
NIZAMSAGAR,18.180239,77.902525
NIZAMSAGAR,18.180544,77.902748
NIZAMSAGAR,18.204287,77.917137
NIZAMSAGAR,18.229730,77.935503
NIZAMSAGAR,18.233730,77.911988
NIZAMSAGAR,18.233941,77.970070
NIZAMSAGAR,18.234307,77.915891
NIZAMSAGAR,18.245154,77.904423
NIZAMSAGAR,18.251980,77.958663
NIZAMSAGAR,18.256096,77.952065
NIZAMSAGAR,18.259273,77.948060
NIZAMSAGAR,18.268486,77.868788
NIZAMSAGAR,18.274760,77.936445
NIZAMSAGAR,18.276744,77.905255
NIZAMSAGAR,18.296588,77.907325
NIZAMSAGAR,18.305279,77.918016
NIZAMSAGAR,18.312166,77.946542
PITLAM,18.282063,77.842781
PITLAM,18.210141,77.803945
PITLAM,18.219287,77.813406
PITLAM,18.223765,77.823998
PITLAM,18.226858,77.822133
PITLAM,18.228286,77.780985
PITLAM,18.253660,77.800120
PITLAM,18.262220,77.849141
PITLAM,18.268812,77.837915
PITLAM,18.291554,77.820576
PITLAM,18.297690,77.786052
PITLAM,18.308824,77.847568
PITLAM,18.355535,77.845194
RENJAL,18.754380,77.951789
RENJAL,18.727124,77.984906
RENJAL,18.748115,77.950169
RENJAL,18.752590,77.964330
RENJAL,18.758037,77.936866
RENJAL,18.759718,77.982546
RENJAL,18.760484,77.982791
RENJAL,18.774499,77.905816
RENJAL,18.780836,77.934645
RENJAL,18.795086,77.944867
SADASIVANAGAR,18.390109,78.289237
SADASIVANAGAR,18.376934,78.299290
SADASIVANAGAR,18.366467,78.301398
SADASIVANAGAR,18.374833,78.309612
SADASIVANAGAR,18.392180,78.322316
SADASIVANAGAR,18.395471,78.325252
SADASIVANAGAR,18.396494,78.240713
SADASIVANAGAR,18.403317,78.268777
SADASIVANAGAR,18.403815,78.333558
SADASIVANAGAR,18.406354,78.197661
SADASIVANAGAR,18.406539,78.296435
SADASIVANAGAR,18.406999,78.367220
SADASIVANAGAR,18.407081,78.269925
SADASIVANAGAR,18.409941,78.369172
SADASIVANAGAR,18.413203,78.339555
SADASIVANAGAR,18.414500,78.333707
SADASIVANAGAR,18.415430,78.198933
SADASIVANAGAR,18.417747,78.212013
SADASIVANAGAR,18.425449,78.251011
SADASIVANAGAR,18.429846,78.237947
SADASIVANAGAR,18.447109,78.231479
SADASIVANAGAR,18.450410,78.229523
SADASIVANAGAR,18.455340,78.220456
SIRKONDA,18.498246,78.442889
SIRKONDA,18.500514,78.437694
SIRKONDA,18.501131,78.437404
SIRKONDA,18.514290,78.415527
SIRKONDA,18.536735,78.388511
SIRKONDA,18.539612,78.428024
SIRKONDA,18.549125,78.541777
SIRKONDA,18.551032,78.542925
SIRKONDA,18.554720,78.441417
SIRKONDA,18.562644,78.445443
SIRKONDA,18.579423,78.460210
SIRKONDA,18.580831,78.454573
SIRKONDA,18.588768,78.433415
SIRKONDA,18.597299,78.420480
SIRKONDA,18.603656,78.426495
SIRKONDA,18.605802,78.461896
SIRKONDA,18.607830,78.483253
SIRKONDA,18.628028,78.401499
TADWAI,18.311389,78.251052
TADWAI,18.169581,78.263181
TADWAI,18.171343,78.248900
TADWAI,18.186739,78.275317
TADWAI,18.230312,78.277560
TADWAI,18.236911,78.248158
TADWAI,18.237460,78.252720
TADWAI,18.237512,78.303103
TADWAI,18.266000,78.256690
TADWAI,18.283149,78.259986
TADWAI,18.293528,78.222816
TADWAI,18.296917,78.235691
TADWAI,18.308949,78.247528
TADWAI,18.310367,78.288832
TADWAI,18.315330,78.264992
TADWAI,18.323672,78.213321
TADWAI,18.337264,78.213850
TADWAI,18.349244,78.274474
TADWAI,18.350805,78.276510
TADWAI,18.354024,78.246323
TADWAI,18.354079,78.265855
VARNI,18.536595,77.892918
VARNI,18.575121,77.927122
VARNI,18.605508,77.964462
VARNI,18.507867,77.971736
VARNI,18.464171,78.006169
VARNI,18.495563,77.884605
VARNI,18.509656,77.967026
VARNI,18.509742,77.967163
VARNI,18.515319,77.929303
VARNI,18.532035,77.897620
VARNI,18.540281,77.892272
VARNI,18.544567,77.906680
VARNI,18.551935,77.864080
VARNI,18.560909,77.884591
VARNI,18.561075,77.883525
VARNI,18.566059,77.920273
VARNI,18.567925,77.919739
VARNI,18.572177,77.946271
VARNI,18.584793,77.876921
VARNI,18.585381,77.978524
VARNI,18.592982,77.955385
VARNI,18.612874,77.973751
YEDAPALLE,18.638249,77.990251
YEDAPALLE,18.673182,77.981564
YEDAPALLE,18.673261,78.004330
YEDAPALLE,18.675875,77.955798
YEDAPALLE,18.675892,77.958028
YEDAPALLE,18.678992,77.949860
YEDAPALLE,18.690652,77.981470
YEDAPALLE,18.699318,77.950798
YEDAPALLE,18.700253,77.978847
YEDAPALLE,18.701159,77.978283
YEDAPALLE,18.703741,77.956277
YEDAPALLE,18.706591,78.016357
YEDAPALLE,18.707317,78.038039
YEDAPALLE,18.711790,77.991360
YELLAREDDY,18.234416,77.967112
YELLAREDDY,18.129427,78.008691
YELLAREDDY,18.142489,78.014821
YELLAREDDY,18.146131,78.014206
YELLAREDDY,18.160586,78.027876
YELLAREDDY,18.163460,78.023946
YELLAREDDY,18.167295,78.020418
YELLAREDDY,18.185525,78.035636
YELLAREDDY,18.192421,78.017117
YELLAREDDY,18.193442,78.026313
YELLAREDDY,18.198432,78.035000
YELLAREDDY,18.213894,78.035410
YELLAREDDY,18.234910,78.063580
YELLAREDDY,18.239079,77.996179
YELLAREDDY,18.239302,77.994045
YELLAREDDY,18.246291,77.982682
YELLAREDDY,18.274599,78.003991
BANTWARAM,17.449129,77.704884
BANTWARAM,17.447065,77.707322
BANTWARAM,17.402484,77.765278
BANTWARAM,17.409810,77.774804
BANTWARAM,17.422202,77.768351
BANTWARAM,17.423493,77.787451
BANTWARAM,17.425435,77.829221
BANTWARAM,17.427864,77.788875
BANTWARAM,17.429894,77.750988
BANTWARAM,17.438458,77.809115
BANTWARAM,17.442321,77.705303
BANTWARAM,17.445458,77.800213
BANTWARAM,17.455402,77.740999
BANTWARAM,17.457068,77.749688
BANTWARAM,17.458716,77.748931
BANTWARAM,17.469003,77.654962
BANTWARAM,17.475870,77.752194
BANTWARAM,17.482833,77.749207
CHEVELLA,17.306735,78.183095
CHEVELLA,17.257931,78.134939
CHEVELLA,17.262601,78.134929
CHEVELLA,17.268554,78.065416
CHEVELLA,17.270106,78.097389
CHEVELLA,17.284856,78.064344
CHEVELLA,17.288237,78.174856
CHEVELLA,17.289678,78.173319
CHEVELLA,17.290301,78.094445
CHEVELLA,17.302978,78.062124
CHEVELLA,17.303585,78.082746
CHEVELLA,17.309374,78.054545
CHEVELLA,17.313354,78.137202
CHEVELLA,17.314044,78.139099
CHEVELLA,17.315275,78.200971
CHEVELLA,17.317456,78.126233
CHEVELLA,17.322769,78.106692
CHEVELLA,17.326719,78.033359
CHEVELLA,17.331610,78.150254
CHEVELLA,17.333262,78.201409
CHEVELLA,17.334403,78.199995
CHEVELLA,17.336913,78.143255
CHEVELLA,17.338454,78.179375
CHEVELLA,17.341470,78.111308
CHEVELLA,17.353543,78.167312
CHEVELLA,17.353708,78.033696
CHEVELLA,17.359265,78.061449
CHEVELLA,17.373785,78.151124
DHARUR,17.270006,77.818196
DHARUR,17.309937,77.771889
DHARUR,17.230627,77.820429
DHARUR,17.261507,77.784762
DHARUR,17.265552,77.756451
DHARUR,17.267986,77.792001
DHARUR,17.269641,77.820355
DHARUR,17.277490,77.758608
DHARUR,17.287547,77.854037
DHARUR,17.288387,77.863108
DHARUR,17.290227,77.761445
DHARUR,17.299753,77.796489
DHARUR,17.308141,77.776646
DHARUR,17.310591,77.834415
DHARUR,17.311967,77.818131
DHARUR,17.313181,77.802253
DHARUR,17.313653,77.780184
DHARUR,17.318256,77.819351
DHARUR,17.325455,77.766800
DHARUR,17.329225,77.760019
DHARUR,17.331670,77.758274
DHARUR,17.343778,77.785496
DHARUR,17.351465,77.789540
DHARUR,17.358580,77.793867
DOMA,17.020171,77.792832
DOMA,17.048714,77.793180
DOMA,17.018822,77.792841
DOMA,17.060675,77.815711
DOMA,17.075138,77.830137
DOMA,17.075681,77.788195
DOMA,17.079717,77.865964
DOMA,17.085330,77.864701
DOMA,17.086026,77.834362
DOMA,17.086193,77.834300
DOMA,17.102861,77.868927
DOMA,17.107637,77.840069
DOMA,17.109610,77.900884
DOMA,17.112423,77.791228
DOMA,17.115679,77.870716
DOMA,17.116054,77.889150
DOMA,17.126524,77.852391
DOMA,17.132344,77.787309
GANDEED,16.870338,77.890231
GANDEED,16.870665,77.889220
GANDEED,16.873636,77.892865
GANDEED,16.891455,77.775133
GANDEED,16.898569,77.852007
GANDEED,16.899243,77.778917
GANDEED,16.906825,77.835076
GANDEED,16.917363,77.876299
GANDEED,16.921523,77.804337
GANDEED,16.926983,77.857088
GANDEED,16.927168,77.788717
GANDEED,16.927705,77.787197
GANDEED,16.935385,77.778278
GANDEED,16.944783,77.871322
GANDEED,16.947724,77.860699
GANDEED,16.950578,77.757914
GANDEED,16.955015,77.755319
GANDEED,16.961860,77.767856
GANDEED,16.962442,77.767986
GANDEED,16.970720,77.781810
GANDEED,16.973297,77.813765
GHATKESAR,17.446828,78.689006
GHATKESAR,17.437870,78.703041
GHATKESAR,17.452843,78.685054
GHATKESAR,17.387863,78.632904
GHATKESAR,17.391948,78.610244
GHATKESAR,17.395294,78.592149
GHATKESAR,17.404823,78.587018
GHATKESAR,17.405406,78.669019
GHATKESAR,17.411483,78.607296
GHATKESAR,17.414204,78.649417
GHATKESAR,17.417326,78.626626
GHATKESAR,17.423832,78.642487
GHATKESAR,17.424878,78.644781
GHATKESAR,17.424958,78.710896
GHATKESAR,17.435429,78.659906
GHATKESAR,17.442610,78.670878
GHATKESAR,17.445597,78.701775
GHATKESAR,17.450667,78.684917
GHATKESAR,17.456458,78.658785
GHATKESAR,17.456830,78.685230
GHATKESAR,17.464600,78.738370
GHATKESAR,17.466256,78.691062
HAYATHNAGAR,17.274106,78.588779
HAYATHNAGAR,17.297340,78.584950
HAYATHNAGAR,17.395735,78.689816
HAYATHNAGAR,17.320601,78.692621
HAYATHNAGAR,17.373991,78.671593
HAYATHNAGAR,17.263433,78.586767
HAYATHNAGAR,17.271221,78.687468
HAYATHNAGAR,17.273162,78.588907
HAYATHNAGAR,17.281659,78.712398
HAYATHNAGAR,17.289773,78.612508
HAYATHNAGAR,17.290998,78.610923
HAYATHNAGAR,17.294605,78.690332
HAYATHNAGAR,17.297330,78.691286
HAYATHNAGAR,17.301326,78.608427
HAYATHNAGAR,17.301367,78.585883
HAYATHNAGAR,17.326894,78.605419
HAYATHNAGAR,17.328275,78.696428
HAYATHNAGAR,17.329252,78.597932
HAYATHNAGAR,17.335164,78.697654
HAYATHNAGAR,17.339580,78.624601
HAYATHNAGAR,17.341120,78.625750
HAYATHNAGAR,17.349662,78.649301
HAYATHNAGAR,17.359230,78.677789
HAYATHNAGAR,17.366574,78.673229
HAYATHNAGAR,17.373197,78.672305
HAYATHNAGAR,17.386434,78.719861
HAYATHNAGAR,17.396484,78.689453
IBRAHIMPATNAM,17.205414,78.550080
IBRAHIMPATNAM,17.203963,78.547849
IBRAHIMPATNAM,17.227516,78.587854
IBRAHIMPATNAM,17.229947,78.590055
IBRAHIMPATNAM,17.214650,78.606438
IBRAHIMPATNAM,17.212199,78.615252
IBRAHIMPATNAM,17.205433,78.619805
IBRAHIMPATNAM,17.202930,78.746867
IBRAHIMPATNAM,17.222979,78.707459
IBRAHIMPATNAM,17.205023,78.710979
IBRAHIMPATNAM,17.196548,78.648512
IBRAHIMPATNAM,17.193574,78.646303
IBRAHIMPATNAM,17.195018,78.643416
IBRAHIMPATNAM,17.180865,78.652038
IBRAHIMPATNAM,17.219451,78.600334
IBRAHIMPATNAM,17.142095,78.619071
IBRAHIMPATNAM,17.144502,78.616460
IBRAHIMPATNAM,17.153207,78.633557
IBRAHIMPATNAM,17.176604,78.614229
IBRAHIMPATNAM,17.206026,78.715011
IBRAHIMPATNAM,17.224671,78.689957
IBRAHIMPATNAM,17.230972,78.751139
IBRAHIMPATNAM,17.235606,78.611236
IBRAHIMPATNAM,17.258982,78.708589
KANDUKUR,17.073083,78.473888
KANDUKUR,17.116104,78.533066
KANDUKUR,17.118121,78.506881
KANDUKUR,17.100623,78.474100
KANDUKUR,17.070004,78.442162
KANDUKUR,17.010855,78.513778
KANDUKUR,17.010914,78.479777
KANDUKUR,17.035591,78.454354
KANDUKUR,17.036537,78.451929
KANDUKUR,17.047344,78.574091
KANDUKUR,17.047719,78.396959
KANDUKUR,17.064696,78.486699
KANDUKUR,17.065443,78.419705
KANDUKUR,17.065954,78.425161
KANDUKUR,17.066549,78.473589
KANDUKUR,17.070273,78.574155
KANDUKUR,17.071137,78.463764
KANDUKUR,17.071153,78.442462
KANDUKUR,17.071790,78.476483
KANDUKUR,17.111342,78.554330
KANDUKUR,17.114829,78.537257
KANDUKUR,17.118394,78.505391
KANDUKUR,17.123004,78.565699
KANDUKUR,17.123636,78.476844
KANDUKUR,17.141606,78.516801
KEESARA,17.489737,78.601580
KEESARA,17.492550,78.647467
KEESARA,17.501595,78.623700
KEESARA,17.506650,78.627759
KEESARA,17.511128,78.637695
KEESARA,17.514250,78.681283
KEESARA,17.522700,78.666867
KEESARA,17.524558,78.667028
KEESARA,17.538872,78.625690
KULKACHARLA,17.041431,77.926757
KULKACHARLA,16.915831,77.970888
KULKACHARLA,16.923118,77.985662
KULKACHARLA,16.927497,77.959244
KULKACHARLA,16.958110,77.866302
KULKACHARLA,16.960980,77.899846
KULKACHARLA,16.964533,77.968394
KULKACHARLA,16.969617,77.915958
KULKACHARLA,16.977182,77.982483
KULKACHARLA,16.983617,77.976428
KULKACHARLA,16.986623,77.975803
KULKACHARLA,16.993534,77.827614
KULKACHARLA,16.995383,77.829056
KULKACHARLA,16.995497,77.902735
KULKACHARLA,16.998824,77.898361
KULKACHARLA,17.011504,77.894387
KULKACHARLA,17.015111,77.875542
KULKACHARLA,17.017328,77.875200
KULKACHARLA,17.020109,77.901846
KULKACHARLA,17.022948,77.860148
KULKACHARLA,17.023353,77.924864
KULKACHARLA,17.024078,77.818704
KULKACHARLA,17.026488,77.841870
KULKACHARLA,17.026979,77.840847
KULKACHARLA,17.042132,77.927298
KULKACHARLA,17.043178,77.871610
KULKACHARLA,17.055617,77.890599
KULKACHARLA,17.062121,77.909727
MAHESWARAM,17.079810,78.366358
MAHESWARAM,17.089823,78.367621
MAHESWARAM,17.095940,78.388636
MAHESWARAM,17.107561,78.371495
MAHESWARAM,17.108099,78.369625
MAHESWARAM,17.124830,78.374143
MAHESWARAM,17.130531,78.376138
MAHESWARAM,17.133821,78.435499
MAHESWARAM,17.136674,78.434861
MAHESWARAM,17.136949,78.432483
MAHESWARAM,17.137310,78.393309
MAHESWARAM,17.137838,78.379758
MAHESWARAM,17.148569,78.343530
MAHESWARAM,17.149838,78.343654
MAHESWARAM,17.154197,78.437071
MAHESWARAM,17.166089,78.351539
MAHESWARAM,17.181286,78.391482
MAHESWARAM,17.201531,78.470444
MAHESWARAM,17.207087,78.476422
MAHESWARAM,17.208377,78.476431
MAHESWARAM,17.217354,78.484618
