FPOI BLOCk,LAT,LONG,LAT1,LONG1
NAGIREDDYPET,18.111187,78.131558,18.10214,78.09900
NAGIREDDYPET,18.111359,78.105755,18.10482,78.15613
NAGIREDDYPET,18.115135,78.158809,18.10652,78.05172
NAGIREDDYPET,18.115296,78.155697,18.10807,78.12518
NAGIREDDYPET,18.115766,78.136557,18.11535,78.17113
NAGIREDDYPET,18.116800,78.169441,18.11581,78.06649
NAGIREDDYPET,18.120640,78.087995,18.10038,78.07470
NAGIREDDYPET,18.125798,78.068809,18.13917,78.15381
NANDIPET,18.960349,78.198279,18.85154,78.11413
NANDIPET,18.874152,78.138051,18.82094,78.13966
NANDIPET,18.819279,78.139381,18.96099,78.19849
NANDIPET,18.834856,78.142834,18.92907,78.13545
NANDIPET,18.851543,78.114128,18.88597,78.14385
NANDIPET,18.851673,78.116276,18.90515,78.11375
NANDIPET,18.868472,78.130320,18.87264,78.11935
NANDIPET,18.873000,78.121598,18.90555,78.19092
NANDIPET,18.876502,78.149874,18.93882,78.18517
NANDIPET,18.877265,78.195853,18.95890,78.21150
NANDIPET,18.880029,78.210217,18.95831,78.21356
NANDIPET,18.880657,78.210453,18.92814,78.22225
NANDIPET,18.881184,78.143934,18.85789,78.08458
NANDIPET,18.881698,78.108590,18.87839,78.18939
NANDIPET,18.882677,78.158938,18.92540,78.15884
NANDIPET,18.889026,78.138131,18.88474,78.10791
NANDIPET,18.900450,78.183592,18.91307,78.21725
NANDIPET,18.910265,78.216149,18.87903,78.15631
NANDIPET,18.913072,78.217252,18.93662,78.16720
NANDIPET,18.925287,78.137239,18.93548,78.20304
NANDIPET,18.936146,78.185277,18.89554,78.16976
NANDIPET,18.938815,78.185173,18.87602,78.21276
NANDIPET,18.958899,78.211501,18.96415,78.19983
NANDIPET,18.960989,78.198485,18.88228,78.09976
NAVIPET,18.754993,78.022240,18.75627,78.02018
NAVIPET,18.736657,78.057190,18.81957,78.00821
NAVIPET,18.762969,78.037273,18.74304,78.02769
NAVIPET,18.773061,78.015623,18.73648,78.05729
NAVIPET,18.773984,78.013980,18.85351,78.03388
NAVIPET,18.776423,78.039708,18.78648,77.99370
NAVIPET,18.786481,77.993701,18.80047,78.06406
NAVIPET,18.799505,77.997327,18.77642,78.03971
NAVIPET,18.800473,78.064061,18.82053,77.95891
NAVIPET,18.802389,78.041002,18.85176,78.05106
NAVIPET,18.802858,78.063265,18.83376,78.00021
NAVIPET,18.814030,77.993802,18.76297,78.03727
NAVIPET,18.815918,77.978822,18.76503,78.05499
NAVIPET,18.824517,78.049319,18.80309,77.99558
NAVIPET,18.828339,78.083354,18.89797,78.06672
NAVIPET,18.837946,78.074267,18.85772,77.99538
NAVIPET,18.846862,78.049542,18.78759,78.06461
NAVIPET,18.851757,78.051058,18.77060,78.01548
NAVIPET,18.855679,77.967170,18.85870,78.05322
NAVIPET,18.863227,78.055770,18.79741,78.02830
NAVIPET,18.884956,78.065685,18.78445,77.98378
NAVIPET,18.896569,78.065425,18.82146,78.04807
NIZAMABAD,18.696196,78.047495,18.51732,78.13345
NIZAMABAD,18.666759,78.103433,18.56057,78.13555
NIZAMABAD,18.703839,78.126630,18.65252,78.11796
NIZAMABAD,18.606073,78.007655,18.56932,78.14296
NIZAMABAD,18.530823,78.113042,18.61957,78.07528
NIZAMABAD,18.534432,78.114417,18.69068,78.12388
NIZAMABAD,18.562762,78.135607,18.71810,78.06435
NIZAMABAD,18.572178,78.114262,18.75586,78.06772
NIZAMABAD,18.587772,78.114756,18.52656,78.09142
NIZAMABAD,18.591600,78.152304,18.71701,78.08995
NIZAMABAD,18.599506,78.024305,18.67677,78.15250
NIZAMABAD,18.607182,78.178072,18.70525,78.08250
NIZAMABAD,18.608826,78.094101,18.61122,78.13865
NIZAMABAD,18.610475,77.991617,18.74575,78.09093
NIZAMABAD,18.616570,78.122212,18.59179,78.15142
NIZAMABAD,18.619568,78.075280,18.72834,78.05402
NIZAMABAD,18.627881,78.066566,18.59924,78.02406
NIZAMABAD,18.633084,78.054703,18.60107,78.00149
NIZAMABAD,18.653398,78.132421,18.62788,78.06657
NIZAMABAD,18.657934,78.120662,18.53443,78.11442
NIZAMABAD,18.682752,78.112640,18.70767,78.12508
NIZAMABAD,18.690675,78.123878,18.57489,78.10605
NIZAMABAD,18.699342,78.125256,18.61645,78.11685
NIZAMABAD,18.702668,78.070237,18.60531,78.17272
NIZAMABAD,18.713737,78.066485,18.62343,77.99888
NIZAMABAD,18.719841,78.077312,18.58777,78.11476
NIZAMABAD,18.729813,78.051749,18.70559,78.04181
NIZAMABAD,18.744868,78.083309,18.63394,78.09682
NIZAMABAD,18.753472,78.085365,18.68587,78.16800
NIZAMABAD,18.769593,78.078550,18.77141,78.07972
NIZAMSAGAR,18.233329,77.976862,18.20615,77.91272
NIZAMSAGAR,18.288586,77.925777,18.18054,77.90275
NIZAMSAGAR,18.180239,77.902525,18.22967,77.93768
NIZAMSAGAR,18.180544,77.902748,18.25899,77.94025
NIZAMSAGAR,18.204287,77.917137,18.29659,77.90733
NIZAMSAGAR,18.229730,77.935503,18.25749,77.95443
NIZAMSAGAR,18.233730,77.911988,18.22518,77.96699
NIZAMSAGAR,18.233941,77.970070,18.27785,77.90681
NIZAMSAGAR,18.234307,77.915891,18.22796,77.91145
NIZAMSAGAR,18.245154,77.904423,18.26845,77.87114
NIZAMSAGAR,18.251980,77.958663,18.29743,77.90102
NIZAMSAGAR,18.256096,77.952065,18.21528,77.87082
NIZAMSAGAR,18.259273,77.948060,18.25666,77.96925
NIZAMSAGAR,18.268486,77.868788,18.24905,77.89803
NIZAMSAGAR,18.274760,77.936445,18.30929,77.94775
NIZAMSAGAR,18.276744,77.905255,18.26789,77.93018
NIZAMSAGAR,18.296588,77.907325,18.19630,77.86718
PITLAM,18.282063,77.842781,18.26524,77.85183
PITLAM,18.210141,77.803945,18.35740,77.83213
PITLAM,18.219287,77.813406,18.34826,77.85991
PITLAM,18.223765,77.823998,18.29088,77.82170
PITLAM,18.226858,77.822133,18.23175,77.75660
PITLAM,18.228286,77.780985,18.22829,77.78099
PITLAM,18.253660,77.800120,18.30563,77.78158
PITLAM,18.262220,77.849141,18.26503,77.82796
PITLAM,18.268812,77.837915,18.25642,77.79717
PITLAM,18.291554,77.820576,18.30287,77.87971
PITLAM,18.297690,77.786052,18.19975,77.77237
PITLAM,18.308824,77.847568,18.21928,77.82347
PITLAM,18.355535,77.845194,18.32109,77.84909
RENJAL,18.754380,77.951789,18.77411,77.97620
RENJAL,18.727124,77.984906,18.77783,77.93291
RENJAL,18.748115,77.950169,18.72644,77.98799
RENJAL,18.752590,77.964330,18.75030,77.98515
RENJAL,18.758037,77.936866,18.81089,77.89007
RENJAL,18.759718,77.982546,18.76048,77.98279
RENJAL,18.760484,77.982791,18.77433,77.90486
RENJAL,18.774499,77.905816,18.74856,77.94983
RENJAL,18.780836,77.934645,18.75934,77.92458
RENJAL,18.795086,77.944867,18.79782,77.94642
SADASIVANAGAR,18.390109,78.289237,18.37043,78.31015
SADASIVANAGAR,18.376934,78.299290,18.37406,78.22553
SADASIVANAGAR,18.366467,78.301398,18.42605,78.20463
SADASIVANAGAR,18.374833,78.309612,18.39649,78.24071
SADASIVANAGAR,18.392180,78.322316,18.43409,78.33210
SADASIVANAGAR,18.395471,78.325252,18.41890,78.37212
SADASIVANAGAR,18.396494,78.240713,18.38297,78.18234
SADASIVANAGAR,18.403317,78.268777,18.44600,78.24192
SADASIVANAGAR,18.403815,78.333558,18.38492,78.37898
SADASIVANAGAR,18.406354,78.197661,18.36631,78.28143
SADASIVANAGAR,18.406539,78.296435,18.40635,78.19766
SADASIVANAGAR,18.406999,78.367220,18.42367,78.24793
SADASIVANAGAR,18.407081,78.269925,18.40648,78.30003
SADASIVANAGAR,18.409941,78.369172,18.41914,78.23519
SADASIVANAGAR,18.413203,78.339555,18.40972,78.32157
SADASIVANAGAR,18.414500,78.333707,18.43891,78.24110
SADASIVANAGAR,18.415430,78.198933,18.40382,78.33356
SADASIVANAGAR,18.417747,78.212013,18.40983,78.36943
SADASIVANAGAR,18.425449,78.251011,18.39218,78.32232
SADASIVANAGAR,18.429846,78.237947,18.41130,78.27389
SADASIVANAGAR,18.447109,78.231479,18.45534,78.22046
SADASIVANAGAR,18.450410,78.229523,18.42701,78.30160
SADASIVANAGAR,18.455340,78.220456,18.44248,78.22026
SIRKONDA,18.498246,78.442889,18.54987,78.54275
SIRKONDA,18.500514,78.437694,18.60539,78.44518
SIRKONDA,18.501131,78.437404,18.53927,78.42769
SIRKONDA,18.514290,78.415527,18.53667,78.38821
SIRKONDA,18.536735,78.388511,18.55579,78.45227
SIRKONDA,18.539612,78.428024,18.50051,78.43769
SIRKONDA,18.549125,78.541777,18.58915,78.43077
SIRKONDA,18.551032,78.542925,18.46594,78.36055
SIRKONDA,18.554720,78.441417,18.58363,78.47073
SIRKONDA,18.562644,78.445443,18.51393,78.41360
SIRKONDA,18.579423,78.460210,18.60656,78.47142
SIRKONDA,18.580831,78.454573,18.51172,78.50195
SIRKONDA,18.588768,78.433415,18.54934,78.53898
SIRKONDA,18.597299,78.420480,18.61289,78.42677
SIRKONDA,18.603656,78.426495,18.55390,78.42668
SIRKONDA,18.605802,78.461896,18.60639,78.48700
SIRKONDA,18.607830,78.483253,18.63164,78.40120
SIRKONDA,18.628028,78.401499,18.57972,78.45130
TADWAI,18.311389,78.251052,18.23691,78.24816
TADWAI,18.169581,78.263181,18.22957,78.28073
TADWAI,18.171343,78.248900,18.24336,78.30137
TADWAI,18.186739,78.275317,18.30238,78.27787
TADWAI,18.230312,78.277560,18.35187,78.27824
TADWAI,18.236911,78.248158,18.34141,78.24738
TADWAI,18.237460,78.252720,18.25880,78.25002
TADWAI,18.237512,78.303103,18.32360,78.21326
TADWAI,18.266000,78.256690,18.31553,78.26578
TADWAI,18.283149,78.259986,18.17147,78.25212
TADWAI,18.293528,78.222816,18.36286,78.26042
TADWAI,18.296917,78.235691,18.33823,78.21687
TADWAI,18.308949,78.247528,18.36249,78.18335
TADWAI,18.310367,78.288832,18.19129,78.27817
TADWAI,18.315330,78.264992,18.31027,78.28875
TADWAI,18.323672,78.213321,18.27708,78.21315
TADWAI,18.337264,78.213850,18.35402,78.24632
TADWAI,18.349244,78.274474,18.23846,78.24712
TADWAI,18.350805,78.276510,18.26864,78.28952
TADWAI,18.354024,78.246323,18.31017,78.24845
TADWAI,18.354079,78.265855,18.16839,78.26388
VARNI,18.536595,77.892918,18.56108,77.88353
VARNI,18.575121,77.927122,18.55194,77.86408
VARNI,18.605508,77.964462,18.57318,77.90496
VARNI,18.507867,77.971736,18.56765,77.95316
VARNI,18.464171,78.006169,18.57785,77.85703
VARNI,18.495563,77.884605,18.58538,77.97852
VARNI,18.509656,77.967026,18.57397,77.93002
VARNI,18.509742,77.967163,18.59819,77.94826
VARNI,18.515319,77.929303,18.56606,77.92027
VARNI,18.532035,77.897620,18.51598,77.92697
VARNI,18.540281,77.892272,18.50974,77.96716
VARNI,18.544567,77.906680,18.53986,77.98539
VARNI,18.551935,77.864080,18.51505,77.88948
VARNI,18.560909,77.884591,18.61648,77.97236
VARNI,18.561075,77.883525,18.45020,77.99800
VARNI,18.566059,77.920273,18.58347,77.87907
VARNI,18.567925,77.919739,18.53204,77.89762
VARNI,18.572177,77.946271,18.54148,77.94506
VARNI,18.584793,77.876921,18.46034,78.02023
VARNI,18.585381,77.978524,18.53955,77.86361
VARNI,18.592982,77.955385,18.57171,77.97995
VARNI,18.612874,77.973751,18.54457,77.90668
YEDAPALLE,18.638249,77.990251,18.69512,77.93300
YEDAPALLE,18.673182,77.981564,18.69932,77.95080
YEDAPALLE,18.673261,78.004330,18.70374,77.95628
YEDAPALLE,18.675875,77.955798,18.67818,77.98881
YEDAPALLE,18.675892,77.958028,18.70087,77.97930
YEDAPALLE,18.678992,77.949860,18.68979,77.97435
YEDAPALLE,18.690652,77.981470,18.70830,78.02159
YEDAPALLE,18.699318,77.950798,18.63857,77.99137
YEDAPALLE,18.700253,77.978847,18.65623,77.97537
YEDAPALLE,18.701159,77.978283,18.70987,77.99846
YEDAPALLE,18.703741,77.956277,18.67194,78.00783
YEDAPALLE,18.706591,78.016357,18.67318,77.98156
YEDAPALLE,18.707317,78.038039,18.67799,77.94862
YELLAREDDY,18.234416,77.967112,18.23076,78.02911
YELLAREDDY,18.129427,78.008691,18.24411,77.97357
YELLAREDDY,18.142489,78.014821,18.16848,78.04307
YELLAREDDY,18.146131,78.014206,18.14635,78.01689
YELLAREDDY,18.160586,78.027876,18.19843,78.03500
YELLAREDDY,18.163460,78.023946,18.14831,78.06566
YELLAREDDY,18.167295,78.020418,18.14254,78.01210
YELLAREDDY,18.185525,78.035636,18.22827,78.05783
YELLAREDDY,18.192421,78.017117,18.22318,78.00436
YELLAREDDY,18.193442,78.026313,18.15199,78.03986
YELLAREDDY,18.198432,78.035000,18.12943,78.00869
YELLAREDDY,18.213894,78.035410,18.18553,78.03564
YELLAREDDY,18.234910,78.063580,18.16864,78.00495
YELLAREDDY,18.239079,77.996179,18.13456,77.99290
YELLAREDDY,18.239302,77.994045,18.19744,77.98926
YELLAREDDY,18.246291,77.982682,18.20348,78.05390
YELLAREDDY,18.274599,78.003991,18.23908,77.99618
BANTWARAM,17.449129,77.704884,17.44191,77.70546
BANTWARAM,17.447065,77.707322,17.45105,77.79582
BANTWARAM,17.402484,77.765278,17.40484,77.81946
BANTWARAM,17.409810,77.774804,17.37692,77.69067
BANTWARAM,17.422202,77.768351,17.40173,77.78638
BANTWARAM,17.423493,77.787451,17.38743,77.77213
BANTWARAM,17.425435,77.829221,17.41891,77.79633
BANTWARAM,17.427864,77.788875,17.40944,77.74159
BANTWARAM,17.429894,77.750988,17.38490,77.74249
BANTWARAM,17.438458,77.809115,17.46024,77.76079
BANTWARAM,17.442321,77.705303,17.43846,77.80912
BANTWARAM,17.445458,77.800213,17.42381,77.81098
BANTWARAM,17.455402,77.740999,17.40518,77.76100
BANTWARAM,17.457068,77.749688,17.41044,77.68465
BANTWARAM,17.458716,77.748931,17.39176,77.71172
BANTWARAM,17.469003,77.654962,17.45692,77.74093
BANTWARAM,17.475870,77.752194,17.42220,77.76835
BANTWARAM,17.482833,77.749207,17.42875,77.75580
CHEVELLA,17.306735,78.183095,17.25620,78.13244
CHEVELLA,17.257931,78.134939,17.32965,78.06899
CHEVELLA,17.262601,78.134929,17.32672,78.03336
CHEVELLA,17.268554,78.065416,17.29030,78.09445
CHEVELLA,17.270106,78.097389,17.27011,78.09739
CHEVELLA,17.284856,78.064344,17.30678,78.13741
CHEVELLA,17.288237,78.174856,17.30880,78.10712
CHEVELLA,17.289678,78.173319,17.24829,78.06821
CHEVELLA,17.290301,78.094445,17.33691,78.14326
CHEVELLA,17.302978,78.062124,17.36067,78.16638
CHEVELLA,17.303585,78.082746,17.25541,78.15453
CHEVELLA,17.309374,78.054545,17.32692,78.12859
CHEVELLA,17.313354,78.137202,17.37803,78.16344
CHEVELLA,17.314044,78.139099,17.27761,78.17554
CHEVELLA,17.315275,78.200971,17.28486,78.06434
CHEVELLA,17.317456,78.126233,17.35371,78.03370
CHEVELLA,17.322769,78.106692,17.33845,78.17938
CHEVELLA,17.326719,78.033359,17.32351,78.17295
CHEVELLA,17.331610,78.150254,17.30934,78.07348
CHEVELLA,17.333262,78.201409,17.33326,78.20141
CHEVELLA,17.334403,78.199995,17.34808,78.10568
CHEVELLA,17.336913,78.143255,17.35669,78.12991
CHEVELLA,17.338454,78.179375,17.28824,78.17486
CHEVELLA,17.341470,78.111308,17.27426,78.12339
CHEVELLA,17.353543,78.167312,17.34147,78.11131
CHEVELLA,17.353708,78.033696,17.35243,78.19831
CHEVELLA,17.359265,78.061449,17.26855,78.06542
CHEVELLA,17.373785,78.151124,17.35927,78.06145
DHARUR,17.270006,77.818196,17.32296,77.80380
DHARUR,17.309937,77.771889,17.25013,77.81542
DHARUR,17.230627,77.820429,17.29088,77.78765
DHARUR,17.261507,77.784762,17.30814,77.77665
DHARUR,17.265552,77.756451,17.29023,77.76145
DHARUR,17.267986,77.792001,17.27749,77.75861
DHARUR,17.269641,77.820355,17.31826,77.81935
DHARUR,17.277490,77.758608,17.35445,77.76981
DHARUR,17.287547,77.854037,17.32182,77.74511
DHARUR,17.288387,77.863108,17.29482,77.86404
DHARUR,17.290227,77.761445,17.23411,77.75856
DHARUR,17.299753,77.796489,17.29975,77.79649
DHARUR,17.308141,77.776646,17.31033,77.82997
DHARUR,17.310591,77.834415,17.35858,77.79387
DHARUR,17.311967,77.818131,17.34378,77.78550
DHARUR,17.313181,77.802253,17.23063,77.82043
DHARUR,17.313653,77.780184,17.34682,77.82453
DHARUR,17.318256,77.819351,17.26799,77.79200
DHARUR,17.325455,77.766800,17.26151,77.78476
DHARUR,17.329225,77.760019,17.35192,77.72428
DHARUR,17.331670,77.758274,17.36557,77.83580
DHARUR,17.343778,77.785496,17.33167,77.75827
DHARUR,17.351465,77.789540,17.27139,77.84675
DHARUR,17.358580,77.793867,17.27001,77.81820
DOMA,17.020171,77.792832,17.06045,77.81657
DOMA,17.048714,77.793180,17.10293,77.87104
DOMA,17.018822,77.792841,17.08609,77.77354
DOMA,17.060675,77.815711,17.11568,77.87072
DOMA,17.075138,77.830137,17.11358,77.79186
DOMA,17.075681,77.788195,17.13149,77.78508
DOMA,17.079717,77.865964,17.02098,77.79346
DOMA,17.085330,77.864701,17.07365,77.79092
DOMA,17.086026,77.834362,17.08619,77.83430
DOMA,17.086193,77.834300,17.08901,77.87781
DOMA,17.102861,77.868927,17.10961,77.90088
DOMA,17.107637,77.840069,17.00669,77.78219
DOMA,17.109610,77.900884,17.13507,77.79752
DOMA,17.112423,77.791228,17.07836,77.88138
DOMA,17.115679,77.870716,17.04583,77.79635
DOMA,17.116054,77.889150,17.07560,77.86626
DOMA,17.126524,77.852391,17.13010,77.85407
DOMA,17.132344,77.787309,17.07512,77.83085
GANDEED,16.870338,77.890231,16.88441,77.77621
GANDEED,16.870665,77.889220,16.97252,77.82330
GANDEED,16.873636,77.892865,16.91736,77.87630
GANDEED,16.891455,77.775133,16.94645,77.87137
GANDEED,16.898569,77.852007,16.92374,77.80534
GANDEED,16.899243,77.778917,16.97150,77.78163
GANDEED,16.906825,77.835076,16.95058,77.75791
GANDEED,16.917363,77.876299,16.98725,77.76637
GANDEED,16.921523,77.804337,16.86905,77.83718
GANDEED,16.926983,77.857088,16.90818,77.83320
GANDEED,16.927168,77.788717,16.89305,77.78474
GANDEED,16.927705,77.787197,16.91038,77.87277
GANDEED,16.935385,77.778278,16.87364,77.89287
GANDEED,16.944783,77.871322,16.89189,77.86186
GANDEED,16.947724,77.860699,16.92150,77.85677
GANDEED,16.950578,77.757914,16.88350,77.75307
GANDEED,16.955015,77.755319,16.97354,77.81300
GANDEED,16.961860,77.767856,16.93365,77.77875
GANDEED,16.962442,77.767986,16.92133,77.79528
GANDEED,16.970720,77.781810,16.92771,77.78720
GANDEED,16.973297,77.813765,16.89693,77.89304
GHATKESAR,17.446828,78.689006,17.44799,78.72637
GHATKESAR,17.437870,78.703041,17.45984,78.73763
GHATKESAR,17.452843,78.685054,17.42007,78.58473
GHATKESAR,17.387863,78.632904,17.43249,78.60291
GHATKESAR,17.391948,78.610244,17.41420,78.64942
GHATKESAR,17.395294,78.592149,17.41695,78.70897
GHATKESAR,17.404823,78.587018,17.43005,78.68879
GHATKESAR,17.405406,78.669019,17.45067,78.68492
GHATKESAR,17.411483,78.607296,17.46191,78.64172
GHATKESAR,17.414204,78.649417,17.38786,78.63290
GHATKESAR,17.417326,78.626626,17.46698,78.69157
GHATKESAR,17.423832,78.642487,17.40541,78.66902
GHATKESAR,17.424878,78.644781,17.40816,78.60166
GHATKESAR,17.424958,78.710896,17.44560,78.70178
GHATKESAR,17.435429,78.659906,17.42043,78.62608
GHATKESAR,17.442610,78.670878,17.39412,78.60923
GHATKESAR,17.445597,78.701775,17.39529,78.59215
GHATKESAR,17.450667,78.684917,17.43402,78.64343
GHATKESAR,17.456458,78.658785,17.38647,78.66203
GHATKESAR,17.456830,78.685230,17.41713,78.66434
GHATKESAR,17.464600,78.738370,17.45647,78.66147
HAYATHNAGAR,17.274106,78.588779,17.31473,78.68713
HAYATHNAGAR,17.297340,78.584950,17.26998,78.69332
HAYATHNAGAR,17.395735,78.689816,17.39648,78.68945
HAYATHNAGAR,17.320601,78.692621,17.33932,78.68414
HAYATHNAGAR,17.373991,78.671593,17.38807,78.71864
HAYATHNAGAR,17.263433,78.586767,17.30080,78.72707
HAYATHNAGAR,17.271221,78.687468,17.26769,78.61682
HAYATHNAGAR,17.273162,78.588907,17.38426,78.72356
HAYATHNAGAR,17.281659,78.712398,17.29175,78.67195
HAYATHNAGAR,17.289773,78.612508,17.37320,78.67231
HAYATHNAGAR,17.290998,78.610923,17.30137,78.58588
HAYATHNAGAR,17.294605,78.690332,17.27243,78.59285
HAYATHNAGAR,17.297330,78.691286,17.33516,78.69765
HAYATHNAGAR,17.301326,78.608427,17.28284,78.63435
HAYATHNAGAR,17.301367,78.585883,17.34112,78.62575
HAYATHNAGAR,17.326894,78.605419,17.29795,78.69158
HAYATHNAGAR,17.328275,78.696428,17.28166,78.71240
HAYATHNAGAR,17.329252,78.597932,17.30133,78.60843
HAYATHNAGAR,17.335164,78.697654,17.27051,78.67367
HAYATHNAGAR,17.339580,78.624601,17.34966,78.64930
HAYATHNAGAR,17.341120,78.625750,17.32023,78.63885
HAYATHNAGAR,17.349662,78.649301,17.37780,78.64067
HAYATHNAGAR,17.359230,78.677789,17.26137,78.58652
HAYATHNAGAR,17.366574,78.673229,17.36690,78.59680
HAYATHNAGAR,17.373197,78.672305,17.35923,78.67779
HAYATHNAGAR,17.386434,78.719861,17.29100,78.61092
HAYATHNAGAR,17.396484,78.689453,17.26897,78.57707
IBRAHIMPATNAM,17.205414,78.550080,17.23250,78.54309
IBRAHIMPATNAM,17.203963,78.547849,17.22988,78.57829
IBRAHIMPATNAM,17.227516,78.587854,17.16790,78.63356
IBRAHIMPATNAM,17.229947,78.590055,17.23097,78.75864
IBRAHIMPATNAM,17.214650,78.606438,17.19608,78.64999
IBRAHIMPATNAM,17.212199,78.615252,17.14210,78.61646
IBRAHIMPATNAM,17.205433,78.619805,17.19991,78.55019
IBRAHIMPATNAM,17.202930,78.746867,17.20855,78.59508
IBRAHIMPATNAM,17.222979,78.707459,17.20603,78.75114
IBRAHIMPATNAM,17.205023,78.710979,17.21685,78.68996
IBRAHIMPATNAM,17.196548,78.648512,17.25898,78.73121
IBRAHIMPATNAM,17.193574,78.646303,17.21720,78.58238
IBRAHIMPATNAM,17.195018,78.643416,17.17660,78.60153
IBRAHIMPATNAM,17.180865,78.652038,17.22467,78.70859
IBRAHIMPATNAM,17.219451,78.600334,17.20475,78.71501
IBRAHIMPATNAM,17.142095,78.619071,17.23561,78.62915
IBRAHIMPATNAM,17.144502,78.616460,17.17598,78.68000
IBRAHIMPATNAM,17.153207,78.633557,17.21393,78.62188
IBRAHIMPATNAM,17.176604,78.614229,17.15321,78.61907
IBRAHIMPATNAM,17.206026,78.715011,17.10037,78.62913
IBRAHIMPATNAM,17.224671,78.689957,17.19048,78.61423
IBRAHIMPATNAM,17.230972,78.751139,17.14450,78.59402
KANDUKUR,17.073083,78.473888,17.14600,78.52784
KANDUKUR,17.116104,78.533066,17.07027,78.57416
KANDUKUR,17.118121,78.506881,17.05440,78.43769
KANDUKUR,17.100623,78.474100,17.10973,78.55395
KANDUKUR,17.070004,78.442162,17.04772,78.39696
KANDUKUR,17.010855,78.513778,17.04737,78.49605
KANDUKUR,17.010914,78.479777,17.01091,78.47978
KANDUKUR,17.035591,78.454354,17.09554,78.50006
KANDUKUR,17.036537,78.451929,17.09274,78.57969
KANDUKUR,17.047344,78.574091,17.07115,78.44246
KANDUKUR,17.047719,78.396959,17.06481,78.48993
KANDUKUR,17.064696,78.486699,17.07219,78.46508
KANDUKUR,17.065443,78.419705,17.09304,78.46884
KANDUKUR,17.065954,78.425161,17.14161,78.51680
KANDUKUR,17.066549,78.473589,17.12894,78.58118
KANDUKUR,17.070273,78.574155,17.04784,78.57411
KANDUKUR,17.071137,78.463764,17.01426,78.51684
KANDUKUR,17.071153,78.442462,17.02669,78.39480
KANDUKUR,17.071790,78.476483,17.03654,78.45193
KANDUKUR,17.111342,78.554330,17.06544,78.41971
KANDUKUR,17.114829,78.537257,17.11483,78.53726
KANDUKUR,17.118394,78.505391,16.99323,78.53014
KANDUKUR,17.123004,78.565699,17.12995,78.55537
KEESARA,17.489737,78.601580,17.50160,78.62370
KEESARA,17.492550,78.647467,17.55887,78.68172
KEESARA,17.501595,78.623700,17.50625,78.68760
KEESARA,17.506650,78.627759,17.51608,78.62842
KEESARA,17.511128,78.637695,17.50236,78.58853
KEESARA,17.514250,78.681283,17.49255,78.64747
KEESARA,17.522700,78.666867,17.52218,78.66813
KEESARA,17.524558,78.667028,17.48791,78.60125
KEESARA,17.538872,78.625690,17.46895,78.64467
KULKACHARLA,17.041431,77.926757,17.02493,77.92446
KULKACHARLA,16.915831,77.970888,16.94438,77.91302
KULKACHARLA,16.923118,77.985662,16.97243,77.86615
KULKACHARLA,16.927497,77.959244,17.02698,77.84085
KULKACHARLA,16.958110,77.866302,17.01353,77.85158
KULKACHARLA,16.960980,77.899846,16.86047,77.98432
KULKACHARLA,16.964533,77.968394,17.00517,77.81625
KULKACHARLA,16.969617,77.915958,16.98947,77.97822
KULKACHARLA,16.977182,77.982483,17.08668,77.90392
KULKACHARLA,16.983617,77.976428,16.99581,77.84032
KULKACHARLA,16.986623,77.975803,16.99882,77.89836
KULKACHARLA,16.993534,77.827614,17.03855,77.87175
KULKACHARLA,16.995383,77.829056,16.91394,77.97170
KULKACHARLA,16.995497,77.902735,16.92750,77.95924
KULKACHARLA,16.998824,77.898361,17.01343,77.87644
KULKACHARLA,17.011504,77.894387,16.96959,77.91712
KULKACHARLA,17.015111,77.875542,17.04213,77.92730
KULKACHARLA,17.017328,77.875200,16.94271,78.00209
KULKACHARLA,17.020109,77.901846,16.98550,77.97380
KULKACHARLA,17.022948,77.860148,16.96132,77.96014
KULKACHARLA,17.023353,77.924864,16.92406,77.98489
KULKACHARLA,17.024078,77.818704,17.06201,77.91146
KULKACHARLA,17.026488,77.841870,17.04087,77.87520
KULKACHARLA,17.026979,77.840847,16.95811,77.86630
KULKACHARLA,17.042132,77.927298,17.02414,77.81988
KULKACHARLA,17.043178,77.871610,16.99550,77.90274
KULKACHARLA,17.055617,77.890599,17.07302,77.90602
KULKACHARLA,17.062121,77.909727,16.95980,77.83489
MAHESWARAM,17.079810,78.366358,17.08773,78.39018
MAHESWARAM,17.089823,78.367621,17.14857,78.34353
MAHESWARAM,17.095940,78.388636,17.10810,78.36963
MAHESWARAM,17.107561,78.371495,17.10213,78.39494
MAHESWARAM,17.108099,78.369625,17.17830,78.35254
MAHESWARAM,17.124830,78.374143,17.18732,78.43814
MAHESWARAM,17.130531,78.376138,17.12651,78.36181
MAHESWARAM,17.133821,78.435499,17.07981,78.36636
MAHESWARAM,17.136674,78.434861,17.13382,78.43550
MAHESWARAM,17.136949,78.432483,17.13632,78.33321
MAHESWARAM,17.137310,78.393309,17.20137,78.46999
MAHESWARAM,17.137838,78.379758,17.13895,78.39293
MAHESWARAM,17.148569,78.343530,17.18154,78.39138
MAHESWARAM,17.149838,78.343654,17.16445,78.36359
MAHESWARAM,17.154197,78.437071,17.12990,78.37073
MAHESWARAM,17.166089,78.351539,17.06088,78.37829
MAHESWARAM,17.181286,78.391482,17.21548,78.51075
MAHESWARAM,17.201531,78.470444,17.22114,78.48549
MAHESWARAM,17.207087,78.476422,17.15506,78.43883
