GP_NAME,LAT,LONG
TADKOLE,18.36548,77.87457
TIRMALAPUR,18.33408,77.90762
BABA NAGAR,18.71096,78.47496
BABAPOOR,18.70203,78.45832
BACHANAPALLY,18.65658,78.4817
BADABHEEMGAL,18.6939,78.4166
BEJJORA,18.68035,78.44512
BHEEMGAL,18.70099,78.44947
CHENGAL,18.70936,78.3805
DEVAKKAPET,18.63935,78.5731
GONGOPPULA,18.6398,78.42711
JAGIRYAL,18.73514,78.44661
KUPKAL,18.73729,78.46174
MENDORA,18.71806,78.50475
MUCHKOOR,18.64093,78.45796
PALLIKONDA,18.66777,78.4824
PIPRI (J),18.64685,78.48254
PURANIPET,18.69858,78.46471
RAHATNAGAR,18.64668,78.53434
SECUNDRAPOOR,18.6647,78.42712
ANTHAMPALLY,18.21706,78.40587
BASWAPUR,18.15276,78.4134
BHAGIRTHPALLY,18.12613,78.46653
BHIKNOOR,18.18915,78.39927
GURJAKUNTA,18.1615,78.39021
ISSANNAPALLY,18.13399,78.48491
JANGAMPALLY,18.24152,78.38535
KACHAPUR,18.19857,78.45509
KANCHERLA,18.17134,78.48392
LAXMIDEVANPALLY,18.20977,78.41696
PEDDAMALLAREDDY,18.17479,78.46136
PONDURTHY,18.25033,78.35961
RAJAMPET,18.26104,78.33376
RAMESHWERPALLY,18.18909,78.39048
RYAGATLAPALLY,18.1502,78.37465
SHIVAIPALLY,18.24114,78.35528
TALAMADLA,18.22872,78.35705
THIPPAPUR,18.19528,78.36544
BANDARENJAL,18.36127,77.82237
BEGUMPUR,18.27643,77.76202
BICHKUNDA,18.39992,77.70328
BURUGUPALLI,18.27179,77.70817
DEVADA BIG,18.40399,77.7565
DEVADA SMALL,18.39511,77.7419
DHADGI BIG,18.36912,77.74133
DHADGI SMALL,18.37831,77.73985
FATHLAPUR,18.38082,77.67577
GOPANPALLI,18.41297,77.72665
GUNDEKOLLOOR,18.45886,77.72777
GUNDENAMLI,18.36763,77.80726
HASGUL,18.43342,77.75418
KASLABAD,18.26242,77.75816
KHATGAON,18.48103,77.73678
KODAPGAL BIG,18.29071,77.75886
MISSIONKALLALI,18.43185,77.71279
PULKAL,18.40069,77.77114
RAJULA,18.41553,77.68168
SHANTAPUR,18.32858,77.73273
SHETLUR,18.45972,77.7496
SIRSAMUNDER,18.42179,77.76211
TAKKADPALLI(B),18.35456,77.71157
WADLAM,18.269,77.74375
WAJIDNAGAR,18.38647,77.79318
YELLARAM,18.35774,77.77094
ANKOLE,18.44711,77.9092
ANNARAM,18.42102,77.82364
B.DEVPALLI,18.47273,77.90892
BARANGEDGI,18.49664,77.78479
BHAIRAPUR,18.49376,77.81994
BIRKUR,18.46312,77.80143
BOPPASPALLI,18.49082,77.84467
DAMRANCHA,18.40978,77.83282
DESAIPET,18.4126,77.88564
DURKI,18.42419,77.87445
KISTAPOOR,18.4321,77.80365
MAILARAM,18.47549,77.85729
MIRZAPOOR,18.44232,77.84043
NACHUPALLI,18.44824,77.86263
NASRULLABAD,18.47586,77.87071
NEMLI,18.45376,77.88427
SANGAM,18.45254,77.91629
THIMMAPUR,18.46431,77.83171
ACHANPALLY,18.67521,77.90109
AMDAPUR,18.62155,77.93132
BARDHIPUR,18.70668,77.91042
BELLALFARM,18.64254,77.91526
BHAVANIPET,18.59423,77.91712
ERRAJPALLY,18.65739,77.9273
HANGARGA (V)_,18.79169,77.87353
HUNSA,18.6714,77.77884
JADI JAMALPUR,18.69875,77.85216
KALDURKI,18.73878,77.8498
KHAJAPUR,18.67807,77.79604
KHANDGAON,18.781,77.84054
KOPPARTHY CAMP,18.66781,77.84744
KUMANPALLY,18.65864,77.83168
KUPPARGA,18.77182,77.87062
LANGDAPUR,18.71416,77.89646
MANDARNA,18.67072,77.74821
MAVANDIKALAN,18.71708,77.87913
MAWANDIKURD,18.73407,77.88303
MINARPALLY,18.60798,77.90576
NAGANPALLY,18.67495,77.86208
OOTPALLY,18.63392,77.94289
PEGADAPALLY,18.73585,77.9013
PENTAKALAN,18.71814,77.91761
PENTAKURD,18.63728,77.84092
SALAMPAHAD,18.65138,77.83284
SALOORA,18.68908,77.82031
SALOORA CAMP,18.67921,77.84506
SANGAM,18.60197,77.9145
SIDDAPUR (K),18.75625,77.8394
SRINIVAS NAGAR,18.66773,77.90236
TAGGELLI,18.71758,77.82139
ANSANPALLY,18.56251,78.31963
CHALLAGARGA,18.64163,78.35119
DAMMANNAPET,18.61018,78.35847
DANAMBANDA (T),18.66732,78.38302
DHARPALLY,18.57579,78.36855
DONKAL,18.48135,78.33131
DUBBAKA,18.63277,78.38034
GOURARAM,18.52538,78.28502
GOVINDPALLY,18.58616,78.34721
KESHARAM,18.63166,78.32706
LOLAM,18.58243,78.29739
MAILARAM,18.65637,78.33521
NALLAVELLI,18.51118,78.27748
RAMADUGU,18.62025,78.30827
SEETHAIPET,18.56373,78.3755
SIRNAPALLY,18.48366,78.28248
VENGALPAD,18.55057,78.26948
YELLAREDDYPALLY,18.56516,78.29794
AMRUTHAPUR,18.63642,78.19367
BARDIPOOR,18.64298,78.15829
BIBIPUR,18.5797,78.2283
CHANDRANPALLY,18.51186,78.22196
DHARMARAM (B),18.65042,78.16865
DICHPALLY,18.58701,78.20562
DOOSGAON,18.58708,78.19311
GANNARAM,18.52764,78.24493
GOLLAPALLY,18.63786,78.18346
INDALWAI,18.54034,78.22598
KAMALAPUR,18.59135,78.23834
KORATPALLY,18.65805,78.3252
MALLAPUR,18.59091,78.28834
MENTRAJPALLY,18.65658,78.2043
MITTAPALLY,18.59218,78.25665
NADPALLY,18.61317,78.19906
NARSINGPOOR,18.58038,78.25633
RAMPOOR,18.57897,78.26724
SAMPALLY,18.63834,78.2196
SUDDAPALLY,18.63395,78.21091
SUDDULAM,18.64448,78.31333
THIRMANPALLY,18.54548,78.24635
YANAMPALLY,18.63192,78.25245
AMBARIPET,18.26573,78.49843
ANCHANOOR,18.24594,78.45838
BEEBIPET,18.21208,78.52275
CHITAMANPALLY,18.2915,78.38809
DOMAKONDA,18.25012,78.43497
GOTTUMUKLA,18.22542,78.43346
ISSANAGAR,18.18621,78.51219
JANAGAON,18.22995,78.50099
KONAPUR,18.2669,78.52058
LINGUPALLY,18.23708,78.41352
MALKAPUR,18.21268,78.54819
MAMDAPUR,18.21039,78.48461
MUTHYAMPET,18.28793,78.40609
SANGAMESHWER,18.22452,78.4476
TUJALPUR,18.18886,78.54829
UPPARPALLY,18.19077,78.51117
YADARAM,18.23613,78.53574
BURGUL,18.43224,78.16106
CHADMAL,18.46797,78.07669
DURGAM,18.46252,78.12131
GANDHARI,18.39632,78.11751
GANDIVET,18.34078,78.0036
GOURARM KALAN,18.37932,78.00129
GURJAL,18.35785,78.14101
JUVVADI,18.3916,78.15976
MATHUSANGAM,18.33549,78.10538
MUDHOLI,18.35261,77.97281
NAGLOOR,18.44279,78.05157
NEERAL,18.44707,78.06959
OJJEPALLY GP,0,0
PETSANGAM,18.34003,78.09288
POTHANGAL KL,18.38365,78.06688
SEETHAIPALLY,18.34556,78.01099
UTHNOOR,18.44911,78.19827
VENKATAPUR,18.37629,77.98155
YACHARAM,18.46629,78.16906
ARGUL,18.73641,78.27417
BRAHMANPALLY,18.75555,78.30304
CHINTHALOOR,18.68617,78.34496
JAKRANPALLY,18.71496,78.27894
KALIGOTE,18.68554,78.32799
KESHPALLY,18.68512,78.27162
KOLIPYAK,18.71635,78.33602
LAXMAPOOR,18.73742,78.24935
MANOHARABAD,18.70299,78.30256
MUNIPALLY,18.7524,78.23537
NARAYANPET,18.73475,78.2617
PADKAL,18.69343,78.2854
PUPPALAPALLY,18.67154,78.20579
SECUNDRAPOOR,18.68259,78.23877
THORLIKONDA,18.74926,78.30767
BABULGAON,18.29725,77.61541
BASWAPUR,18.34717,77.62434
BIJJALWADI,18.39964,77.57036
CHANDEGAON,18.43074,77.54122
CHINNA EDGI,18.38019,77.61431
DONGAON,18.30737,77.58686
GULLA BIG,18.3649,77.53984
GUNDUR,18.34643,77.56413
HANGARGA,18.42698,77.57358
JUKKAL,18.35683,77.6016
KANDEBELLUR,18.3425,77.65091
KANTALI,18.37411,77.567
KEMRAJKALLALI,18.35746,77.67819
KOWLAS,18.33365,77.69862
LADEGAON,18.37086,77.63883
MOHMADABAD,18.35703,77.66628
NAGULGAON,18.39814,77.63458
PADAMPALLIY,18.40038,77.6072
PEDDA EDGI,18.38621,77.5937
SHIVVAPUR,18.29302,77.71127
VITTALWADI,18.29306,77.65722
WAZRAKHANDI,18.31374,77.61567
ADLOOR,18.35653,78.33055
CHINNAMALLAREDDY,18.28852,78.33382
DEVANPALLY,18.32081,78.32403
GARGUL,18.37565,78.36095
GUDEM,18.36387,78.39633
ISSROJIWADI,18.38283,78.3384
KYASAMPALLY,18.30999,78.37097
LINGAIPALLY,18.26887,78.32874
LINGAPUR,18.31583,78.30913
NARSANNAPALLY,18.2745,78.35401
PATHARAJAMPET,18.28524,78.35028
RAMESHWERPALLY,18.33301,78.36685
SARAMPALLY,18.30215,78.339
SHABDIPUR,18.35179,78.3746
TEKRIYAL,18.34395,78.30369
THIMMAKPALLY,18.27106,78.31257
UGGARWAI,18.33156,78.38643
AMEERNAGAR,18.72907,78.54927
BASHEERABAD,18.77829,78.51062
CHOUTPALLY,18.77971,78.52186
HASAKOTHUR,18.79992,78.51478
INAYATHNAGAR,18.71101,78.55129
KAMMARPALLY,18.83737,78.51128
KONAPOOR,18.71813,78.62005
KONASAMUNDER,18.72992,78.5217
MANALA,18.62527,78.62561
NAGAPUR,18.8503,78.52145
NARSAPUR,18.71751,78.53938
UPLOOR,18.86607,78.51307
ADKASPALLI,18.50724,77.81732
DOMALEDGI,18.6306,77.79062
EKLASPUR,18.55869,77.81272
ETHONDA,18.61304,77.82257
HANGARGA (M),18.58425,77.76258
HEGDOLI,18.60433,77.77547
JALLAPALLI,18.54989,77.7875
KALLUR,18.52083,77.7808
KAREGAON,18.6005,77.76108
KODICHERLA,18.5396,77.77116
KOLLOOR,18.62722,77.77638
KOTGIR,18.57524,77.81886
KOTHAPALLI,18.53886,77.8102
LINGAPUR,18.50963,77.80329
POTHANGAL,18.56729,77.77222
RAIKUR,18.60288,77.85633
RAMPUR,18.54672,77.84583
RANAMPALLI,18.59459,77.86686
SIDDAPUR (E),18.61257,77.84113
SOMPOOR,18.65874,77.78399
SUDDULAM,18.53019,77.82686
SUNKINI,18.62932,77.74609
YADGARPUR,18.6196,77.80294
BANAPUR,18.30039,78.10278
BHAVANIPET,18.28308,78.0589
BONAL,18.26075,78.09957
JALDIPALLI,18.27506,78.06551
KARPOLE,18.29202,78.1159
LINGAMPALLI KD,18.26332,78.13894
LINGAMPET,18.24243,78.13133
MENGARAM,18.23693,78.10945
MOTHE,18.31598,78.16103
MUMBAJIPET,18.30463,78.05326
NALLAMADUGU,18.29508,78.12518
PERMALLA,18.19989,78.12974
POLKAMPET,18.17818,78.16304
POTHAIPALLI,18.22866,78.1817
S.SANGAREDDY,18.15313,78.13662
SHETPALLY,18.21531,78.12205
AKKAPUR,18.37142,78.48882
ANNARAM,18.40109,78.45837
AREPALLY,18.35022,78.40305
B.R.PALLY,18.30831,78.48162
BANJAPALLY,18.42776,78.53478
BHAVANIPET,18.33704,78.41442
CHUKKAPUR,18.32282,78.48554
DEVANPALLY,18.32938,78.44621
FAREEDPET,18.28824,78.47286
GHANPUR,18.33525,78.51575
ISSAIPET,18.36509,78.44852
LACHAPET GP,0,0
LAXMIRAOLAPALLY,18.32226,78.46934
MACHAREDDY,18.33492,78.49784
MADDIKUNTA,18.43141,78.40565
PALWANCHA,18.31736,78.43523
POTHARAM,18.3583,78.42881
RATHNAGIRIPALLY,18.39277,78.55967
REDDYPET,18.41381,78.42061
SINGARAIPALLY,18.36518,78.41366
SOMARPET,18.41323,78.53545
WADI,18.3073,78.45804
YELLAMPET,18.40418,78.49798
YELLAPUGONDA,18.3072,78.44507
AWALGAON,18.47836,77.62091
DHANNUR,18.42679,77.61872
DONGLI,18.4752,77.72884
DOTHI,18.51738,77.70964
EKLARA BIG,18.41924,77.65345
GOJEGAON,18.54535,77.64539
HANDEKEROOR,18.5121,77.60539
KODICHERLA,18.44384,77.62241
KURLA,18.50241,77.74837
LACHAN,18.4466,77.70271
LIMBOOR,18.53684,77.68634
MADANHIPPARGA,18.52363,77.74248
MADNUR,18.50555,77.62396
MENOOR,18.47833,77.65747
MOGHA,18.49515,77.66864
RUSHEGAON,18.43489,77.68372
SHAIKAPUR,18.45825,77.65761
SHAKKARGA B,18.5303,77.6168
SHAKKARGA KD,18.53769,77.6044
SULTANPET,18.46459,77.68441
TADGOOR BIG,18.46965,77.59503
TADIHIPPERGA,18.52823,77.65779
TAKLI BIG GP,18.55327,77.71429
AMRAD,18.69678,78.16205
BONKANPALLY,18.78197,78.09744
BORGAON K,18.723,78.12806
CHIKLI,18.82351,78.07531
CHINNAPOOR,18.75103,78.1622
DEEKAMPALLY,18.80686,78.16291
DHARMORA,18.82449,78.11486
GANGARAMANDA,18.78795,78.12865
GOTTIMUKLA,18.79656,78.10454
GUNJILI,18.8423,78.06792
GUTPA,18.77344,78.19639
KALLEDI,18.7893,78.17678
KOTHAPALLY,18.83258,78.09074
MADANPALLY,18.68103,78.18437
MADHAPOOR,18.77092,78.12552
MAKLOOR,18.74901,78.1184
MAMIDIPALLY,18.73949,78.17774
MANIKBANDAR,18.71271,78.13834
MULLANGI(B),18.76982,78.10127
MUTHYAMPALLY,18.68798,78.1612
RAMACHANDRAPALLY,18.71692,78.13336
ODDIATPALLY,18.68587,78.168
BATTAPUR,18.9309,78.4503
DHARMORA,18.8644,78.42544
DOMCHANDA,18.95817,78.48878
DONKAL,18.82901,78.42637
DONPAL,18.78057,78.48222
GANDLAPET,18.82338,78.44235
GURMMIRIAL,18.94608,78.51271
MORTHAD,18.81674,78.45929
PALEM,18.86449,78.4402
RAMMANNAPET,18.7619,78.43115
SHETPALLY,18.88036,78.42707
SUNKET,18.78804,78.42896
TADPAKAL,18.94524,78.46317
THALLA RAMPUR,18.93253,78.49386
THIMMAPUR,18.85755,78.47005
THORTHY,18.88039,78.44392
WADIAT,18.80166,78.49435
YERGATLA,18.90841,78.48573
ATHMAKUR,18.10499,78.04259
BOLLARAM,18.16112,78.06911
CHINNOOR,18.09728,78.12116
DHARMAREDDY,18.12306,78.08079
GOLILINGAL,18.09069,78.14475
JALALPUR,18.11656,78.03382
LINGAMPALLI KL,18.10214,78.099
MALTHUMMEDA,18.10482,78.15613
MATHUR MASANIPALLY,18.10652,78.05172
NAGAREDDIPET,18.10807,78.12518
POCHARAM,18.11535,78.17113
RAGHAVAPALLI,18.11581,78.06649
TANDUR,18.10038,78.0747
VADALPARTHI,18.13917,78.15381
AILAPUR,18.85154,78.11413
ANDHRANAGAR,18.82094,78.13966
ANNARAM,18.96099,78.19849
BADGUNA,18.92907,78.13545
BAZARKOTHUR,18.88597,78.14385
CH.KONDOOR,18.90515,78.11375
CHIMRAJPALLY,18.87264,78.11935
DATTAPUR,18.90555,78.19092
DONKESHWAR,18.93882,78.18517
G.G.NADUKUDA,18.9589,78.2115
GADEPALLY,18.95831,78.21356
GANGASAMUNDER,18.92814,78.22225
KAMTAM,18.85789,78.08458
KHUDAVANPUR,18.87839,78.18939
KOMATPALLY,18.9254,78.15884
LAKKAMPALLY,18.88474,78.10791
MARAMPALLY,18.91307,78.21725
NANDIPET,18.87903,78.15631
NIKALPUR,18.93662,78.1672
NOOTHPALLY,18.93548,78.20304
SHAPUR,18.89554,78.16976
SIDDAPOOR,18.87602,78.21276
SIRPOOR,18.96415,78.19983
TALVEDA,18.88228,78.09976
THONDAKOOR,18.90054,78.18353
UMMEDA,18.91926,78.13337
VANNEL (K),18.88003,78.21022
VELMAL,18.82436,78.1601
ABANGAPATNAM,18.75627,78.02018
ABBAPUR B T,18.81957,78.00821
ABBAPUR M,18.74304,78.02769
ANANTHAGIRI,18.73648,78.05729
BINOLA,18.85351,78.03388
FATHENAGAR,18.78648,77.9937
JANNEPALLI,18.80047,78.06406
KAMALAPUR,18.77642,78.03971
KOSLI,18.82053,77.95891
LINGAPUR,18.85176,78.05106
MADDEPALLI,18.83376,78.00021
MAHANTHAM,18.76297,78.03727
MOKANPALLI,18.76503,78.05499
NAGEPUR,18.80309,77.99558
NALESHWAR,18.89797,78.06672
NANDIGAMA,18.85772,77.99538
NARAYANAPUR,18.78759,78.06461
NAVIPET,18.7706,78.01548
NIZAMPUR,18.8587,78.05322
POTHANGAL,18.79741,78.0283
RAMPUR (N),18.78445,77.98378
SIRANPALLI,18.82146,78.04807
TUNGINI,18.8871,78.06415
YAMCHA,18.85826,77.96636
AMRABAD,18.51732,78.13345
BADSI,18.56057,78.13555
BORGAON P,18.65252,78.11796
CHINNAPOOR,18.56932,78.14296
DHARMARAM M,18.61957,78.07528
GOOPANPALLY,18.69068,78.12388
GUNDARAM,18.7181,78.06435
JALALPUR,18.75586,78.06772
KALPOLE,18.52656,78.09142
KALUR,18.71701,78.08995
KESHAPUR,18.67677,78.1525
KHANAPUR,18.70525,78.0825
KHANJAR,18.61122,78.13865
KONDUR,18.74575,78.09093
KULASPUR,18.59179,78.15142
MAKLAPUR-A,18.72834,78.05402
MALKAPOOR THANDA,18.59924,78.02406
MALKAPUR M,18.60107,78.00149
MALLARAM,18.62788,78.06657
MANCHIPPA,18.53443,78.11442
MUBARK NAGAR,18.70767,78.12508
MUDAKPALLY,18.57489,78.10605
MUGPAL,18.61645,78.11685
MULLANGI,18.60531,78.17272
MUTHAKUNTA,18.62343,77.99888
NARSINGPALLY,18.58777,78.11476
NEHRUNAGAR,18.70559,78.04181
NYALKAL,18.63394,78.09682
ODDIATPALLY,18.68587,78.168
PALDA,18.77141,78.07972
PANGRA,18.65367,78.13388
SARANGAPUR,18.69511,78.04797
SIRPOOR,18.60795,78.09632
THANA KURD,18.63341,78.12573
THIRMANPALLY,18.7523,78.08514
ACHAMPET,18.20615,77.91272
AREPALLY,18.18054,77.90275
BANJAPALLI,18.22967,77.93768
BURGUL,18.25899,77.94025
GALIPUR,18.29659,77.90733
GUNKUL,18.25749,77.95443
HASANPALLI,18.22518,77.96699
KOMALANCHA,18.27785,77.90681
MAGHI,18.22796,77.91145
MALLUR,18.26845,77.87114
MAQDUMPUR,18.29743,77.90102
NARSINGRAOPALLI,18.21528,77.87082
NARVA,18.25666,77.96925
ODDEPALLI,18.24905,77.89803
SINGITHAM,18.30929,77.94775
TUNKIPALLI,18.26789,77.93018
VELGANUR,18.1963,77.86718
ANNARAM KL.,18.26524,77.85183
BANDAPALLY,18.3574,77.83213
BOLLAKPALLY,18.34826,77.85991
CHILLARGI,18.29088,77.8217
GODMEGAON,18.23175,77.7566
KAREGAON,18.22829,77.78099
KATEPALLI,18.30563,77.78158
KISTAPUR (M),18.26503,77.82796
KODAPGAL KD.,18.25642,77.79717
KURTHI,18.30287,77.87971
MARDANDA,18.19975,77.77237
PITLAM,18.21928,77.82347
RAMPUR KL.,18.32109,77.84909
THIMMANAGAR,18.2058,77.80271
BAGEPALLY,18.77411,77.9762
BOARGAOM,18.77783,77.93291
DUPALLY,18.72644,77.98799
KALYAPUR,18.7503,77.98515
KANDAKURTHI,18.81089,77.89007
KUNEPALLY,18.76048,77.98279
NEELA,18.77433,77.90486
RENJAL,18.74856,77.94983
SATAPUR,18.75934,77.92458
THADBILOLI,18.79782,77.94642
VEERANNAGUTTA,18.75329,77.95946
ADLOOR-YELLAREDDY,18.37043,78.31015
AMARLABANDA,18.37406,78.22553
BHOOMPALLY,18.42605,78.20463
DHARMARAOPET,18.39649,78.24071
GIDDA,18.43409,78.3321
ISSANNAPALLY,18.4189,78.37212
JANAGAON,18.38297,78.18234
KALWARAL,18.446,78.24192
KANNAPUR,18.38492,78.37898
KUPRIYAL,18.36631,78.28143
LINGAMPALLY,18.40635,78.19766
MALLUPET,18.42367,78.24793
MARKAL,18.40648,78.30003
MODEGAON,18.41914,78.23519
MOSHAMPUR,18.40972,78.32157
PADMAJIWADI,18.43891,78.2411
POSANIPET,18.40382,78.33356
RAMAREDDY,18.40983,78.36943
RANGAMPET,18.39218,78.32232
SADASHIVANGAR,18.4113,78.27389
THIMMOJIWADI,18.45534,78.22046
THIRMANPALLY,18.42701,78.3016
THUKKOJIWADI,18.44248,78.22026
UPPALWAI,18.41776,78.32844
CHIMANPALLY,18.54987,78.54275
CHINAWALGOTE,18.60539,78.44518
GADKOLE,18.53927,78.42769
HONNAJIPET,18.53667,78.38821
HUSSAIN NAGAR,18.55579,78.45227
KONDAPUR,18.50051,78.43769
KONDUR,18.58915,78.43077
KOTTALAPALLY,18.46594,78.36055
MAILARAM,18.58363,78.47073
MUSHEER NAGAR,18.51393,78.4136
NYAVANANDI,18.60656,78.47142
PAKALA,18.51172,78.50195
PANDIMADUGU,18.54934,78.53898
POTHNOOR,18.61289,78.42677
RAMADUGU,18.5539,78.42668
RAVUTLA,18.60639,78.487
REKULLAPALLY,18.63164,78.4012
SIRIKONDA,18.57972,78.4513
TATPALLY,18.5629,78.59187
THUMPALLY,18.49825,78.44289
WALGOTE KALAN,18.60366,78.4265
ANNARAM,18.23691,78.24816
ARGONDA,18.22957,78.28073
BASWANPALLY,18.24336,78.30137
BRAHMAJIWADI,18.30238,78.27787
BRAHMANPALLY,18.35187,78.27824
CHANDAPUR,18.34141,78.24738
CHITYAL,18.2588,78.25002
DEMI KALAN,18.3236,78.21326
DEVAIPALLY,18.31553,78.26578
GUNDARAM,18.17147,78.25212
KALOJIWADI,18.36286,78.26042
KANKAL,18.33823,78.21687
KARADPALLY,18.36249,78.18335
KONDAPUR,18.19129,78.27817
KRISHNAJIWADI,18.31027,78.28875
NANDIWADA,18.27708,78.21315
SANGOJIWADI,18.35402,78.24632
SANTHAIPET,18.23846,78.24712
SOMARAM,18.26864,78.28952
TADWAI,18.31017,78.24845
YELLAREDDY PALLY,18.16839,78.26388
YENDRIYAL,18.27853,78.23519
YRRAPAHAD,18.29353,78.22282
AKBARNAGAR,18.56108,77.88353
AMBAM (R),18.55194,77.86408
BOPPAPUR,18.57318,77.90496
CHANDUR,18.56765,77.95316
CHIKKADPALLY,18.57785,77.85703
CHINTAKUNTA,18.58538,77.97852
GHANPUR,18.57397,77.93002
GOVOOR,18.59819,77.94826
HUMNAPUR,18.56606,77.92027
JAKORA,18.51598,77.92697
JALALPUR,18.50974,77.96716
LAXMAPUR,18.53986,77.98539
MALLARAM,18.51505,77.88948
MOSRA,18.61648,77.97236
PAIDIMAL,18.4502,77.998
RUDRUR,18.58347,77.87907
S.N.PURAM,18.53204,77.89762
SHANKORA,18.54148,77.94506
SIDDAPUR,18.46034,78.02023
TAGLEPALLI,18.53955,77.86361
THIMMAPUR,18.57171,77.97995
VARNI,18.54457,77.90668
AMBAM(Y),18.69512,77.933
ARP CAMP,18.69932,77.9508
BRAHMANPALLY,18.70374,77.95628
DHARMARAM,18.67818,77.98881
JAITHAPUR,18.70087,77.9793
JAMLAM,18.68979,77.97435
JANAKAMPET,18.7083,78.02159
KURNAPALLY,18.63857,77.99137
MANGALPAHAD,18.65623,77.97537
POCHARAM,18.70987,77.99846
THANAKALAN,18.67194,78.00783
WADDEPALLY,18.67318,77.98156
YEDAPALLY,18.67799,77.94862
AMBAM(Y),18.69512,77.933
ARP CAMP,18.69932,77.9508
BRAHMANPALLY,18.70374,77.95628
DHARMARAM,18.67818,77.98881
JAITHAPUR,18.70087,77.9793
JAMLAM,18.68979,77.97435
JANAKAMPET,18.7083,78.02159
KURNAPALLY,18.63857,77.99137
MANGALPAHAD,18.65623,77.97537
POCHARAM,18.70987,77.99846
THANAKALAN,18.67194,78.00783
WADDEPALLY,18.67318,77.98156
YEDAPALLY,18.67799,77.94862
ADVILINGAL,18.23076,78.02911
ANNASAGAR,18.24411,77.97357
BICKNOOR,18.16848,78.04307
BRAHMANPALLI,18.14635,78.01689
G.MASANIPET,18.19843,78.035
J.JANKAMPALLI,18.14831,78.06566
JANGAMAIPALLI,18.14254,78.0121
LAXMAPUR,18.22827,78.05783
LINGAREDDIPET,18.22318,78.00436
MACHAPUR,18.15199,78.03986
MATHMAL,18.12943,78.00869
MEESANPALLI,18.18553,78.03564
REPALLIWADA,18.16864,78.00495
RUDRARAM,18.13456,77.9929
SOMARPET,18.19744,77.98926
THIMMAPUR,18.20348,78.0539
THIMMAREDDY,18.23908,77.99618
VELLUTLA,18.27651,78.00463
YELLAREDDY,18.19487,78.01796
BANTARAM,17.44191,77.70546
BARWAD,17.45105,77.79582
BEEROL,17.40484,77.81946
INDOLE,17.37692,77.69067
JINNARAM,17.40173,77.78638
KANKANALAPALLE,17.38743,77.77213
KAREEMPUR,17.41891,77.79633
KOTHAPALLE,17.40944,77.74159
KOTPALLY,17.3849,77.74249
MALA SOMARAM,17.46024,77.76079
MOTHUKUPALLE,17.43846,77.80912
NAGSANPALLE,17.42381,77.81098
RAMPUR,17.40518,77.761
ROMPALLE,17.41044,77.68465
SALBATHAPUR,17.39176,77.71172
YACHARAM,17.45692,77.74093
YENKEPALLE,17.4222,77.76835
YENNARAM,17.42875,77.7558
ALLAWADA,17.2562,78.13244
ALOOR,17.32965,78.06899
ANTHARAM,17.32672,78.03336
BASTEPUR,17.2903,78.09445
CHANVELLY,17.27011,78.09739
CHEVELLA,17.30678,78.13741
DAMERGIDDA,17.3088,78.10712
DEVARAMPALLY,17.24829,78.06821
DEVUNIYERRAVALLY,17.33691,78.14326
GOLLAPALLY,17.36067,78.16638
GUNDAL,17.25541,78.15453
IBRAHIMPALLY,17.32692,78.12859
KAMMETA,17.37803,78.16344
KANDAWADA,17.27761,78.17554
KHANAPUR,17.28486,78.06434
KOWKUNTLA,17.35371,78.0337
KUMMERA,17.33845,78.17938
MALKAPUR,17.32351,78.17295
MIRJAGUDA,17.30934,78.07348
MUDIMIYAL,17.33326,78.20141
NYALATA,17.34808,78.10568
ORELLA,17.35669,78.12991
PALGUTTA,17.28824,78.17486
PAMENA,17.27426,78.12339
RAMANNAGUDA,17.34147,78.11131
RAVULAPALLY(KHURD),17.35243,78.19831
REGADIGHANAPUR,17.26855,78.06542
TALLARAM,17.35927,78.06145
TANGADPALLY,17.37542,78.05944
YENKEPALLY,17.38486,78.13658
ALLIPUR,17.32296,77.8038
ANTHARAM,17.25013,77.81542
CHINTHAKUNTA,17.29088,77.78765
DHARUR,17.30814,77.77665
DHARUR STATION,17.29023,77.76145
DORNAL,17.27749,77.75861
EBBANUR,17.31826,77.81935
GADDAMEEDIGANGARAM,17.35445,77.76981
GHATTEPALLY,17.32182,77.74511
GODAMGUDA,17.29482,77.86404
GURUDOTLA,17.23411,77.75856
HARIDASPALLY,17.29975,77.79649
KERELLY,17.31033,77.82997
KONDAPUR KALAN,17.35858,77.79387
KUKKINDA,17.34378,77.7855
MOMINKALAN,17.23063,77.82043
MUNNURUSOMARAM,17.34682,77.82453
MYLARAM,17.26799,77.792
NAGARAM,17.26151,77.78476
NAGASAMUNDER,17.35192,77.72428
RALLACHITTEMPALLY,17.36557,77.8358
RUDRARAM,17.33167,77.75827
SARPANPALLY,17.27139,77.84675
THARIGOPULA,17.27001,77.8182
ZAIDUPALLY,17.28755,77.85404
AINAPUR,17.06045,77.81657
BACHPALLY,17.10293,77.87104
BADAMPALLY,17.08609,77.77354
BOMPALLY,17.11568,77.87072
BRAHMANPALLY,17.11358,77.79186
BUDLAPUR,17.13149,77.78508
DADAPUR,17.02098,77.79346
DIRSAMPALLY,17.07365,77.79092
DOMA,17.08619,77.8343
DORNALPALLY,17.08901,77.87781
GUDUR,17.10961,77.90088
GUMDAL,17.00669,77.78219
KISTAPUR,17.13507,77.79752
MAILARAM,17.07836,77.88138
MALLEPALLY,17.04583,77.79635
