GP_NAME,LAT,LONG
Puramattom,9.38866,76.65200
Thottapuzhassery,9.33826,76.69912
Aruvapulam,9.20997,76.87270
Konni,9.22781,76.85139
Malayalapuzha,9.28852,76.82255
Mylapra,9.29082,76.79815
Pramadom,9.22712,76.81722
Thannithodu,9.27296,76.92849
Vallicode,9.22102,76.78065
Anicadu,9.47142,76.66988
Kottanadu,9.40247,76.74334
Kottangal,9.45292,76.72483
Mallappally,9.44376,76.65540
Kunnamthanam,9.43498,76.61118
Kaviyoor,9.39652,76.61310
Kallooppara,9.40199,76.63419
Aranmula,9.32002,76.66737
Kulanada,9.24297,76.67232
Mezhuveli,9.26911,76.70175
Pandalam,9.22457,76.67755
Thekkekara,9.19581,76.73534
Thumpamon,9.21671,76.71363
Enadimangalam,9.13290,76.80960
Erathu,9.13238,76.74000
Ezhamkulam,9.14453,76.76944
Kadampanadu,9.08856,76.70187
Kalanjoor,9.12161,76.85194
Kodumon,9.18692,76.77100
Pallickal,9.15476,76.67318
Kuttoor,9.35947,76.58804
Kadapra,9.33887,76.53406
Niranam,9.34181,76.51288
Nedumpuram,9.36653,76.54506
Peringara,9.37941,76.54579
Chittar,9.33020,76.92663
Naranamoozhy,9.38708,76.84328
Ranni,9.37651,76.77890
Ranni Angadi,9.38360,76.77983
Ranni Pazhavangadi,9.38621,76.78680
Ranni Perunad,9.36779,76.85527
Seethathodu,9.32635,76.96842
Vadasserikkara,9.34019,76.82875
Vechoochira,9.43553,76.85345
ATHIYANNOOR,8.39361,77.06374
KANJIRAMKULAM,8.35524,77.04750
KARUMKULAM,8.33785,77.04955
KOTTUKAL,8.38201,77.01841
VENGANOOR,8.40319,77.01282
ANJUTHENGU,8.66885,76.75894
AZHOOR,8.62628,76.81333
CHIRAYINKEEZHU,8.66066,76.78620
KADAKKAVOOR,8.68297,76.77085
KIZHUVILAM,8.66335,76.80969
MUDAKKAL,8.68740,76.86545
VAKKOM,8.68856,76.75617
KARAVARAM,8.75256,76.81412
KILIMANOOR,8.77314,76.85773
MADAVOOR,8.82412,76.82035
NAGAROOR,8.75511,76.85786
NAVAIKULAM,8.77622,76.78607
PALLICKAL,8.82334,76.80834
PAZHAYAKUNNUMMEL,8.77325,76.88067
PULIMATH,8.73248,76.89841
ANAD,8.63333,77.00938
ARUVIKKARA,8.57071,77.01521
KARAKULAM,8.56273,76.98341
PANAVOOR,8.66058,76.98782
VEMBAYAM,8.61790,76.93704
BALARAMAPURAM,8.42806,77.04733
KALLYOOR,8.43165,77.01366
MALAYINKEEL,8.48860,77.03773
MARANELLOOR,8.46812,77.07401
PALLICHAL,8.43340,77.02853
VILAPPIL,8.51409,77.01827
VILAVOORKKAL,8.49209,77.01929
CHENKAL,8.37716,77.12109
KARODE,8.32140,77.11084
KULATHOOR,8.31572,77.09284
PARASSALA,8.34473,77.15829
POOVAR,8.31975,77.06972
THIRUPURAM,8.36112,77.07717
AMBOORI,8.50519,77.18776
ARYAMCODE,8.47228,77.12808
KALLIKKADU,8.53513,77.13666
KOLLAYIL,8.38583,77.13351
KUNNATHUKAL,8.38838,77.17084
OTASEKARAMANGALAM,8.49131,77.12569
PERUMKADAVILA,8.44186,77.11166
VELLARADA,8.42789,77.19607
ANDOORKONAM,8.58773,76.85486
KADINAMKULAM,8.57139,76.84815
MANGALAPURAM,8.62380,76.84805
POTHENCODE,8.62139,76.88967
KALLARA,8.75130,76.93941
MANIKKAL,8.65784,76.92017
NANNIYOD,8.69886,77.02618
NELLANAD,8.67767,76.91020
PANGOD,8.76422,76.96401
PERINGAMALA,8.72739,77.04381
PULLAMPARA,8.68060,76.94135
VAMANAPURAM,8.72122,76.89866
CHEMMARUTHY,8.76726,76.75368
CHERUNNIYOOR,8.72356,76.75894
EDAVA,8.76422,76.69633
ELAKAMON,8.77390,76.72514
MANAMBOOR,8.71604,76.77629
OTTOOR,8.73172,76.78752
VETTOOR,8.71720,76.74104
ARYANAD,8.58528,77.08888
KATTAKKADA,8.50803,77.08363
KUTTICHAL,8.56972,77.10417
POOVACHAL,8.53262,77.08671
THOLICODE,8.64759,77.05618
UZHAMALAKKAL,8.60611,77.05028
VELLANAD,8.56193,77.05468
VITHURA,8.67221,77.08281
ANTHICAD,10.45997,76.12322
CHAZHOOR,10.41208,76.16138
MANALLUR,10.47460,76.10773
THANNIYAM,10.41338,76.12171
ATHIRAPPALLY,10.29517,76.48159
KADUKUTTY,10.26990,76.31205
KODASSERY,10.35655,76.41227
KORATTY,10.26216,76.35200
MELUR,10.28411,76.34302
PARIYARAM,10.31914,76.37460
KADAPPURAM,10.53786,76.02798
ORUMANAYUR,10.56258,76.03278
PUNNAYUR,10.63877,75.99359
PUNNYURKULUM,10.67384,75.99490
VADEKKEKAD,10.64367,76.01289
AVINISSERY,10.46827,76.23029
CHERPU,10.43792,76.21076
PARALAM,10.45803,76.19195
VALLACHIRA,10.43877,76.23469
CHOONDAL,10.61834,76.12098
CHOWWANNUR,10.65990,76.08795
KADAVALLUR,10.69544,76.09135
KANDANASSERY,10.59782,76.09263
KATTAKAMPAL,10.68729,76.05043
PORKULAM,10.65355,76.06962
KARALAM,10.40250,76.19592
MURIYAD,10.36816,76.26508
PARAPPUKKARA,10.40454,76.27791
EDATHIRUTHY,10.37698,76.14570
Alagapanagar GP,10.43273,76.26624
Kodakara GP office,10.37564,76.30707
Mattathur GP office,10.37685,76.36636
Nenmannikara GP office,10.44594,76.26014
Pudukad GP office,10.42350,76.26943
Thrikkur GP office,10.45105,76.28467
varantharapilly GP,10.42437,76.33021
ALUR,10.34162,76.29211
ANNAMANADA,10.23411,76.32973
KUZHUR,10.21153,76.29565
MALA,10.24238,76.26380
POYYA,10.22185,76.26443
KATTUR,10.37698,76.14570
EDAVILANGU,10.22781,76.17290
ERIYAD,10.21117,76.16506
KAIPAMANGALAM,10.33765,76.14715
MATHILAKAM,10.28589,76.17023
PERINJANAM,10.31931,76.14690
SREE NARAYANAPURAM,10.26616,76.17995
ELAVALLY,10.57006,76.07937
MULLASSERY,10.53172,76.08655
PAVARATTY,10.56501,76.06029
VENKITANGU,10.51957,76.09140
MADAKKATHARA,10.56665,76.24802
NADATHARA,10.50610,76.27837
PANANCHERY,10.55610,76.32765
PUTHUR,10.49713,76.25466
CHELAKKARA,10.69566,76.33099
KONDAZHY,10.72455,76.39827
PANJAL,10.72067,76.30563
PAZHAYANNUR,10.68825,76.42346
THIRUVILWAMALA,10.73333,76.42834
VALLATHOL NAGAR,10.74625,76.27449
ARIMPOOR,10.49788,76.14639
ADAT,10.55297,76.16642
AVANUR,10.60343,76.19337
KAIPARAMBA,10.59203,76.15466
KOLAZHY,10.58494,76.21544
MULAKUNNATHUKAVU,10.60104,76.21081
THOLUR,10.56432,76.12425
ENGANDIYUR,10.50226,76.06205
NATTIKA,10.41433,76.11137
THALIKULAM,10.43987,76.09488
VADANAPPILLY,10.46913,76.08116
VALAPPAD,10.40533,76.11089
PADIYUR,10.32374,76.17911
POOMANGALAM,10.30434,76.19260
PUTHENCHIRA,10.26546,76.23811
VELLANGALLUR,10.28349,76.21339
VELLOOKKARA,10.31774,76.24044
KADANGODE,10.67491,76.11681
VELUR,10.63982,76.15685
DESAMANGALAM,10.75452,76.23419
ERUMAPETTY,10.68193,76.18554
MULLURKARA,10.70523,76.27016
MUNDATHIKODE,10.63762,76.21242
THEKKUMKARA,10.63567,76.27301
VARAVOOR,10.71645,76.21525
WADAKKANCHERRY,10.66205,76.24536
VYTHIRI,11.55710,76.03877
VENGAPALLY,11.63176,76.03294
THARIODE,11.63803,76.00835
POZHUTHANA,11.58318,76.01786
MUTTIL,11.64276,76.11034
MEPPADI,11.55952,76.13119
KOTTATHARA,11.67927,76.02340
PADINHARAETHARA,11.67980,75.97485
KANIAMBETTA,11.69580,76.08077
EDAVAKA,11.77686,75.97640
MANANTHAVADY,11.80191,76.00266
THAVINHAL,11.84199,75.94897
THIRUNELLY,11.84909,76.06642
VELLAMUNDA,11.73384,75.95630
THONDERNADU,11.74372,75.88211
PANAMARAM,11.73805,76.07266
MULLANKOLLY,11.81699,76.16429
POOTHADI,11.72365,76.15318
PULPALLI,11.78978,76.16621
MUPPAINAD,11.55704,76.22414
AMBALAVAYAL,11.62247,76.21137
MEENANGADI,11.65933,76.16125
NENMENI,11.63470,76.27756
NOOLPUZHA,11.66815,76.31380
SULTHAN BATHERY,11.66291,76.25518
